ID X Y Arenoso Desgrasante_Gris Desgrasante_Tiesto Funza_Cuarzo_Abundante Funza_Cuarzo_Fino Guatavita_Desgrasante_Tiesto Tipo_Indeterminado Laminar_Duro Montalvo_Negro_sobre_Rojo Mosquera_Roca_Triturada Mosquera_Rojo_Inciso NA Pubenza_Policromo Pubenza_Rojo_Bañado Raquira Roca_Triturada Suta_Arenoso Tunjuelo_Laminar Valle_De_Tenza_Gris Vidriado Zipaquira_Desgrasante_Tiesto Zipaquira_Rojo_Sobre_Crema Total_Ceramica Copa Cuenco Figurina Forma_Indeterminada Jarra Mucura Ofrendatario Olla Olla_cuenco Paila Pesa_de_red Plato Volante_de_Huso Colonia Colonial_total_ponderado Herrera Herrera_ponderado Herrera_Foraneo Herrera_Foraneo_ponderado Herrera_total_ponderado Periodo_Indeterminado Tardio Tardio_ponderado Tardio_Foraneo Tardio_Foraneo_ponderado Tardio_total_ponderado Temprano Temprano_ponderado Temprano_Foraneo Temprano_Foraneo_ponderado Temprano_total_ponderado Vidriado4 Copa_Herrera Copa_Herrera_Foraneo Copa_NA Copa_Tardio Copa_Tardio_Foraneo Copa_Temprano Cuenco_Colonia Cuenco_Herrera Cuenco_Herrera_Foraneo Cuenco_Indeterminado Cuenco_NA Cuenco_Tardio Cuenco_Tardio_Foraneo Cuenco_Temprano Cuenco_Temprano_Foraneo Cuenco_Vidriado Figurina_Herrera Figurina_Tardio Figurina_Temprano Indeterminado_Colonia Indeterminado_Herrera Indeterminado_Tardio Indeterminado_Tardio_Foraneo Indeterminado_Temprano Indeterminado_Temprano_Foraneo Jarra_Herrera Jarra_Tardio Jarra_Tardio_Foraneo Jarra_Temprano Mucura_Herrera Mucura_Tardio Mucura_Temprano Ofrendatario_Herrera Olla_Colonia Olla_cuenco_Temprano Olla_Herrera Olla_Herrera_Foraneo Olla_Indeterminado Olla_NA Olla_Tardio Olla_Tardio_Foraneo Olla_Temprano Olla_Temprano_Foraneo Olla_Vidriado Paila_Temprano Pesa_de_red_Temprano Plato_Herrera Plato_Tardio Plato_Temprano Plato_Temprano_Foraneo Plato_Vidriado Volante_de_Huso_Herrera Volante_de_Huso_Tardio Decorado No_decorado Colonia_Decorado Colonia_No_decorado Herrera_Decorado Herrera_Foraneo_Decorado Herrera_Foraneo_No_decorado Herrera_No_decorado Indeterminado_Decorado Indeterminado_No_decorado Tardio_Decorado Tardio_Foraneo_Decorado Tardio_Foraneo_No_decorado Tardio_No_decorado Temprano_Decorado Temprano_Foraneo_Decorado Temprano_Foraneo_No_decorado Temprano_No_decorado Vidriado_Decorado Vidriado_No_decorado
35.H1 977148.7807 997535.9955 0 7 0 4 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 12 0 8 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 8 0.013333333 0 0 0.013333333 4 0.005 0 0 0.005 0 0 0 0 0 0 0 0 0 0 0 0 4 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 1 11 0 0 0 0 0 0 0 0 1 0 0 7 0 0 0 4 0 0
38.F3 977158.3944 997480.6713 0 6 0 3 0 2 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 12 0 7 0 0 0 0 0 5 0 0 0 0 0 0 0 1 0.001666667 0 0 0.001666667 0 8 0.013333333 0 0 0.013333333 3 0.00375 0 0 0.00375 0 0 0 0 0 0 0 0 1 0 0 0 4 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 0 1 0 0 0 0 0 0 0 0 0 0 0 0 12 0 0 0 0 0 1 0 0 0 0 0 8 0 0 0 3 0 0
38.G8 977149.151 997476.3155 0 8 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 12 0 3 0 0 0 0 0 9 0 0 0 0 0 0 0 0 0 0 0 0 0 8 0.013333333 0 0 0.013333333 4 0.005 0 0 0.005 0 0 0 0 0 0 0 0 0 0 0 0 1 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 7 0 2 0 0 0 0 0 0 0 0 0 0 0 0 12 0 0 0 0 0 0 0 0 0 0 0 8 0 0 0 4 0 0
4.M12 977179.2706 997518.3578 0 4 0 8 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 12 0 8 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 4 0.006666667 0 0 0.006666667 8 0.01 0 0 0.01 0 0 0 0 0 0 0 0 0 0 0 0 1 0 7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 1 0 0 0 0 0 0 0 0 0 0 0 0 12 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 8 0 0
4.M8 977184.9839 997517.2566 0 8 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 12 0 10 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 8 0.013333333 0 0 0.013333333 4 0.005 0 0 0.005 0 0 0 0 0 0 0 0 0 0 0 0 7 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 12 0 0 0 0 0 0 0 0 0 0 0 8 0 0 0 4 0 0
4.W3 977186.6678 997524.2635 0 8 0 2 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 12 0 8 0 0 0 0 0 4 0 0 0 0 0 0 0 2 0.003333333 0 0 0.003333333 0 8 0.013333333 0 0 0.013333333 2 0.0025 0 0 0.0025 0 0 0 0 0 0 0 0 2 0 0 0 5 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 1 0 0 0 0 0 0 0 0 0 0 0 1 11 0 0 0 0 0 2 0 0 1 0 0 7 0 0 0 2 0 0
4.Y11 977178.1537 997524.3329 0 4 0 4 0 2 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 12 0 4 0 0 1 0 0 7 0 0 0 0 0 0 0 2 0.003333333 0 0 0.003333333 0 6 0.01 0 0 0.01 4 0.005 0 0 0.005 0 0 0 0 0 0 0 0 1 0 0 0 2 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 4 0 2 0 0 0 0 0 0 0 0 0 0 0 2 10 0 0 1 0 0 1 0 0 1 0 0 5 0 0 0 4 0 0
40.A3 977165.6832 997451.5653 0 3 0 3 0 0 0 0 0 2 3 0 0 0 0 0 0 0 0 0 1 0 12 0 5 0 0 0 0 0 7 0 0 0 0 0 0 0 6 0.01 0 0 0.01 0 3 0.005 0 0 0.005 3 0.00375 0 0 0.00375 0 0 0 0 0 0 0 0 3 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 3 0 1 0 0 0 0 0 0 0 0 0 0 0 2 10 0 0 2 0 0 4 0 0 0 0 0 3 0 0 0 3 0 0
43.C9 977111.3961 997536.9827 0 6 0 5 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 12 1 0 0 0 0 2 0 9 0 0 0 0 0 0 0 0 0 0 0 0 0 7 0.011666667 0 0 0.011666667 5 0.00625 0 0 0.00625 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 6 0 3 0 0 0 0 0 0 0 0 0 0 0 2 10 0 0 0 0 0 0 0 0 1 0 0 6 1 0 0 4 0 0
43.I5 977122.0567 997527.2827 0 3 0 7 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 12 0 2 0 0 0 0 0 10 0 0 0 0 0 0 0 2 0.003333333 0 0 0.003333333 0 3 0.005 0 0 0.005 7 0.00875 0 0 0.00875 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 3 0 6 0 0 0 0 0 0 0 0 0 0 0 1 11 0 0 0 0 0 2 0 0 0 0 0 3 1 0 0 6 0 0
46.D3 977138.0937 997479.7678 0 4 0 5 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 2 12 0 8 0 0 0 0 0 4 0 0 0 0 0 0 0 3 0.005 0 0 0.005 0 4 0.006666667 0 0 0.006666667 5 0.00625 0 0 0.00625 0 0 0 0 0 0 0 0 3 0 0 0 3 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 3 0 0 0 0 0 0 0 0 0 0 0 2 10 0 0 1 0 0 2 0 0 0 0 0 4 1 0 0 4 0 0
48.A3 977102.7398 997538.9402 0 4 0 6 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 12 0 3 0 0 0 2 0 7 0 0 0 0 0 0 0 1 0.001666667 0 0 0.001666667 0 5 0.008333333 0 0 0.008333333 6 0.0075 0 0 0.0075 0 0 0 0 0 0 0 0 0 0 0 0 1 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 1 0 0 0 2 0 4 0 0 0 0 0 0 0 0 0 0 0 3 9 0 0 0 0 0 1 0 0 3 0 0 2 0 0 0 6 0 0
4A.A5 977198.8404 997506.8892 0 4 0 8 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 12 3 6 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 4 0.006666667 0 0 0.006666667 8 0.01 0 0 0.01 0 0 0 0 2 0 1 0 0 0 0 0 2 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 12 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 8 0 0
4A.F0 977186.1672 997512.3662 0 4 0 8 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 12 0 7 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 4 0.006666667 0 0 0.006666667 8 0.01 0 0 0.01 0 0 0 0 0 0 0 0 0 0 0 0 3 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 4 0 0 0 0 0 0 0 0 0 0 0 0 12 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 8 0 0
4A.F3 977188.1147 997507.1599 0 6 0 4 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 12 0 9 0 0 0 0 0 3 0 0 0 0 0 0 0 2 0.003333333 0 0 0.003333333 0 6 0.01 0 0 0.01 4 0.005 0 0 0.005 0 0 0 0 0 0 0 0 1 0 0 0 5 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 12 0 0 0 0 0 2 0 0 0 0 0 6 0 0 0 4 0 0
4A.H1 977182.8884 997509.5582 0 5 0 7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 12 0 4 0 0 0 0 0 8 0 0 0 0 0 0 0 0 0 0 0 0 0 5 0.008333333 0 0 0.008333333 7 0.00875 0 0 0.00875 0 0 0 0 0 0 0 0 0 0 0 0 2 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 5 0 0 0 0 0 0 0 0 0 0 0 0 12 0 0 0 0 0 0 0 0 0 0 0 5 0 0 0 7 0 0
4A.I1 977181.0416 997508.9079 0 3 0 5 0 1 0 0 0 2 0 0 0 0 0 0 0 0 0 0 1 0 12 0 8 0 0 2 0 0 2 0 0 0 0 0 0 0 3 0.005 0 0 0.005 0 4 0.006666667 0 0 0.006666667 5 0.00625 0 0 0.00625 0 0 0 0 0 0 0 0 1 0 0 0 3 0 4 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 12 0 0 0 0 0 3 0 0 0 0 0 4 0 0 0 5 0 0
4A.J2 977179.8751 997506.3619 0 2 0 6 0 2 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 12 0 8 0 0 0 0 0 4 0 0 0 0 0 0 0 2 0.003333333 0 0 0.003333333 0 4 0.006666667 0 0 0.006666667 6 0.0075 0 0 0.0075 0 0 0 0 0 0 0 0 1 0 0 0 2 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 2 0 1 0 0 0 0 0 0 0 0 0 0 0 1 11 0 0 0 0 0 2 0 0 1 0 0 3 0 0 0 6 0 0
4A.J3 977180.5833 997504.4429 0 6 0 4 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 12 0 3 0 0 0 0 0 9 0 0 0 0 0 0 0 0 0 0 0 0 0 8 0.013333333 0 0 0.013333333 4 0.005 0 0 0.005 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5 0 4 0 0 0 0 0 0 0 0 0 0 0 0 12 0 0 0 0 0 0 0 0 0 0 0 8 0 0 0 4 0 0
4A.L6 977178.8864 997497.3742 0 2 0 9 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 12 0 6 0 0 3 0 0 3 0 0 0 0 0 0 0 1 0.001666667 0 0 0.001666667 0 2 0.003333333 0 0 0.003333333 9 0.01125 0 0 0.01125 0 0 0 0 0 0 0 0 0 0 0 0 1 0 5 0 0 0 0 0 0 0 0 0 0 0 1 0 0 2 0 0 0 0 0 0 0 0 0 0 1 0 2 0 0 0 0 0 0 0 0 0 0 0 0 12 0 0 0 0 0 1 0 0 0 0 0 2 0 0 0 9 0 0
4A.M2 977174.2415 997504.2997 0 6 0 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 12 0 8 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 6 0.01 0 0 0.01 6 0.0075 0 0 0.0075 0 0 0 0 0 0 0 0 0 0 0 0 4 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 2 0 0 0 0 0 0 0 0 0 0 0 0 12 0 0 0 0 0 0 0 0 0 0 0 6 0 0 0 6 0 0
4C.D4 977199.6242 997525.256 0 0 0 10 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 12 0 6 0 0 0 0 0 6 0 0 0 0 0 0 0 2 0.003333333 0 0 0.003333333 0 0 0 0 0 0 10 0.0125 0 0 0.0125 0 0 0 0 0 0 0 0 2 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 6 0 0 0 0 0 0 0 0 0 0 0 0 12 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 10 0 0
4F.G3 977207.4554 997532.0447 0 4 0 8 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 12 0 10 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 4 0.006666667 0 0 0.006666667 8 0.01 0 0 0.01 0 0 0 0 0 0 0 0 0 0 0 0 4 0 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 12 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 8 0 0
4G.A4 977183.2101 997538.4304 0 2 0 6 2 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 12 0 9 0 0 0 0 0 3 0 0 0 0 0 0 0 2 0.003333333 0 0 0.003333333 0 2 0.003333333 0 0 0.003333333 8 0.01 0 0 0.01 0 0 0 0 0 0 0 0 2 0 0 0 2 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 1 11 0 0 1 0 0 1 0 0 0 0 0 2 0 0 0 8 0 0
51.H5 977116.7176 997466.1524 0 9 0 1 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 12 0 5 0 0 0 0 0 7 0 0 0 0 0 0 0 2 0.003333333 0 0 0.003333333 0 9 0.015 0 0 0.015 1 0.00125 0 0 0.00125 0 0 0 0 0 0 0 0 2 0 0 0 2 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 7 0 0 0 0 0 0 0 0 0 0 0 0 0 2 10 0 0 2 0 0 0 0 0 0 0 0 9 0 0 0 1 0 0
55.I7 977132.65 997385.6453 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 9 12 0 8 0 4 0 0 0 0 0 0 0 0 0 0 0 9 0.015 0 0 0.015 0 0 0 0 0 0 3 0.00375 0 0 0.00375 0 0 0 0 0 0 0 0 6 0 0 0 0 0 2 0 0 0 0 0 0 3 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 12 0 0 0 0 0 9 0 0 0 0 0 0 0 0 0 3 0 0
56.D6 977078.9086 997526.8719 0 1 0 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 12 0 2 0 0 0 0 0 10 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0.001666667 0 0 0.001666667 11 0.01375 0 0 0.01375 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 9 0 0 0 0 0 0 0 0 0 0 0 2 10 0 0 0 0 0 0 0 0 0 0 0 1 2 0 0 9 0 0
59.G9 977089.0113 997461.3493 0 0 0 8 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 2 12 0 5 0 0 0 0 0 7 0 0 0 0 0 0 0 4 0.006666667 0 0 0.006666667 0 0 0 0 0 0 8 0.01 0 0 0.01 0 0 0 0 0 0 0 0 2 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 2 10 0 0 2 0 0 2 0 0 0 0 0 0 0 0 0 8 0 0
59.H7 977093.3629 997460.3443 0 0 0 4 0 0 0 0 0 4 2 0 2 0 0 0 0 0 0 0 0 0 12 2 0 0 2 0 0 0 8 0 0 0 0 0 0 0 6 0.01 0 0 0.01 0 0 0 2 0.003333333 0.003333333 4 0.005 0 0 0.005 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 2 10 0 0 2 0 0 4 0 0 0 0 2 0 0 0 0 4 0 0
63.D3 977118.627 997392.3893 0 1 0 2 0 0 0 0 0 7 0 0 0 0 0 2 0 0 0 0 0 0 12 0 11 0 0 0 0 0 1 0 0 0 0 0 0 0 7 0.011666667 0 0 0.011666667 0 3 0.005 0 0 0.005 2 0.0025 0 0 0.0025 0 0 0 0 0 0 0 0 7 0 0 0 3 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 6 6 0 0 6 0 0 1 0 0 0 0 0 3 0 0 0 2 0 0
63.I1 977124.8719 997383.7128 0 1 0 3 0 0 0 0 0 8 0 0 0 0 0 0 0 0 0 0 0 0 12 0 8 0 0 0 0 0 4 0 0 0 0 0 0 0 8 0.013333333 0 0 0.013333333 0 1 0.001666667 0 0 0.001666667 3 0.00375 0 0 0.00375 0 0 0 0 0 0 0 0 8 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 3 0 0 0 0 0 0 0 0 0 0 0 5 7 0 0 5 0 0 3 0 0 0 0 0 1 0 0 0 3 0 0
68.D9 977073.0282 997442.9073 0 0 0 6 0 0 0 0 0 3 3 0 0 0 0 0 0 0 0 0 0 0 12 0 0 0 0 0 0 0 12 0 0 0 0 0 0 0 6 0.01 0 0 0.01 0 0 0 0 0 0 6 0.0075 0 0 0.0075 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 6 0 0 0 0 0 6 0 0 0 0 0 0 0 0 0 0 0 0 12 0 0 0 0 0 6 0 0 0 0 0 0 0 0 0 6 0 0
68.F8 977075.9267 997439.4937 0 0 0 10 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 12 0 8 0 0 0 0 0 4 0 0 0 0 0 0 0 2 0.003333333 0 0 0.003333333 0 0 0 0 0 0 10 0.0125 0 0 0.0125 0 0 0 0 0 0 0 0 2 0 0 0 0 0 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 12 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 10 0 0
71.A6 977091.9186 997391.9701 0 8 0 2 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 12 1 4 0 0 0 0 0 7 0 0 0 0 0 0 0 2 0.003333333 0 0 0.003333333 0 8 0.013333333 0 0 0.013333333 2 0.0025 0 0 0.0025 0 1 0 0 0 0 0 0 1 0 0 0 2 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 6 0 1 0 0 0 0 0 0 0 0 0 0 0 0 12 0 0 0 0 0 2 0 0 0 0 0 8 0 0 0 2 0 0
74.A1 977048.308 997525.3903 0 0 0 2 0 0 0 0 0 0 10 0 0 0 0 0 0 0 0 0 0 0 12 0 8 0 0 0 0 0 4 0 0 0 0 0 0 0 10 0.016666667 0 0 0.016666667 0 0 0 0 0 0 2 0.0025 0 0 0.0025 0 0 0 0 0 0 0 0 8 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 5 7 0 0 5 0 0 5 0 0 0 0 0 0 0 0 0 2 0 0
74.D7 977038.1019 997516.6477 0 0 0 3 0 0 0 0 0 7 2 0 0 0 0 0 0 0 0 0 0 0 12 0 7 0 0 0 0 0 5 0 0 0 0 0 0 0 9 0.015 0 0 0.015 0 0 0 0 0 0 3 0.00375 0 0 0.00375 0 0 0 0 0 0 0 0 6 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 2 10 0 0 2 0 0 7 0 0 0 0 0 0 0 0 0 3 0 0
77.B3 977059.4387 997464.2671 1 0 0 1 0 0 0 0 0 4 1 0 0 0 0 0 0 0 0 0 0 5 12 0 10 0 0 0 0 0 2 0 0 0 0 0 0 0 10 0.016666667 0 0 0.016666667 0 0 0 0 0 0 2 0.0025 0 0 0.0025 0 0 0 0 0 0 0 0 8 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 12 0 0 0 0 0 10 0 0 0 0 0 0 0 0 0 2 0 0
77.H3 977062.3874 997452.6559 0 0 0 7 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 1 12 0 1 0 1 0 0 0 10 0 0 0 0 0 0 0 5 0.008333333 0 0 0.008333333 0 0 0 0 0 0 7 0.00875 0 0 0.00875 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 7 0 0 0 0 0 0 0 0 0 0 0 0 12 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 7 0 0
77.H7 977054.5828 997450.6936 0 3 0 7 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 12 0 0 0 0 0 0 0 12 0 0 0 0 0 0 0 2 0.003333333 0 0 0.003333333 0 3 0.005 0 0 0.005 7 0.00875 0 0 0.00875 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 3 0 7 0 0 0 0 0 0 0 0 0 0 0 0 12 0 0 0 0 0 2 0 0 0 0 0 3 0 0 0 7 0 0
77.J3 977063.3245 997448.7905 0 0 0 0 0 0 0 0 0 12 0 0 0 0 0 0 0 0 0 0 0 0 12 1 10 0 0 0 0 0 1 0 0 0 0 0 0 0 12 0.02 0 0 0.02 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 10 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 11 0 0 1 0 0 11 0 0 0 0 0 0 0 0 0 0 0 0
80.E9 977063.7605 997397.2613 0 0 0 0 0 0 0 0 0 11 1 0 0 0 0 0 0 0 0 0 0 0 12 0 9 0 0 0 0 0 3 0 0 0 0 0 0 0 12 0.02 0 0 0.02 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 9 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 9 3 0 0 9 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0
80.H7 977069.1124 997392.4359 0 0 0 2 0 1 0 0 0 7 2 0 0 0 0 0 0 0 0 0 0 0 12 0 9 0 0 0 0 0 3 0 0 0 0 0 0 0 9 0.015 0 0 0.015 0 1 0.001666667 0 0 0.001666667 2 0.0025 0 0 0.0025 0 0 0 0 0 0 0 0 7 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 5 7 0 0 4 0 0 5 0 0 0 0 0 1 1 0 0 1 0 0
85.D5 977056.542 997376.9482 0 3 0 3 0 0 0 0 0 4 2 0 0 0 0 0 0 0 0 0 0 0 12 0 6 0 0 0 0 0 6 0 0 0 0 0 0 0 6 0.01 0 0 0.01 0 3 0.005 0 0 0.005 3 0.00375 0 0 0.00375 0 0 0 0 0 0 0 0 5 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 2 0 3 0 0 0 0 0 0 0 0 0 0 0 0 12 0 0 0 0 0 6 0 0 0 0 0 3 0 0 0 3 0 0
