ID X Y
41.8.1.0.1. 977176.7202 997418.5694
41.9.2.0.1. 977176.5641 997420.4351
42.11.13.0.1. 977182.0737 997400.6691
42.139.11.0.1. 977179.9017 997400.9688
42.14A.16.0.1. 977182.2705 997397.0213
42.14A.17.0.1. 977182.1588 997396.6515
42.14B.18.0.1. 977179.7319 997396.0791
42.21.12.0.1. 977180.4922 997401.9565
42.23.25.10.0.1. 977179.0784 997402.1496
42.24.9.0.1. 977178.7675 997403.5625
42.26.14.0.1. 977178.0158 997400.9622
42.29A.7.0.1. 977177.653 997404.2859
42.29B.8.0.1. 977176.1561 997404.6878
42.29B.8.0.2. 977175.9856 997404.5793
42.3.0.1.0. 977179.2166 997413.409
42.30.5.0.1. 977177.7189 997406.495
42.30A.6.0.1. 977177.0572 997407.474
42.39.0.3.0. 977177.2313 997413.2209
42.40A.1.0.1. 977175.9319 997402.724
42.40C.40D.0.2.0. 977175.3579 997403.5235
42.42.0.5.0. 977177.2147 997398.7607
42.53A.15.0.1. 977178.8185 997394.8327
42.53B.19.0.1. 977177.6313 997394.0808
42.60.4.0.1. 977174.5491 997400.5869
42.63.2.0.1. 977175.3236 997402.5988
42.8.0.4.0. 977180.4974 997406.1765
43.108.33.0.1. 977119.2449 997539.126
43.109.34.0.1. 977125.7552 997537.2033
43.110.35.0.1. 977124.8396 997536.9156
43.15.5.0.1. 977120.4555 997540.8236
43.17.14.0.1. 977125.2136 997540.2158
43.20.26.0.1. 977121.5097 997539.7855
43.21.15.0.1. 977120.4365 997539.3208
43.23.4.0.1. 977117.0299 997537.5477
43.24.10.0.1. 977115.5418 997536.9527
43.26.1.0.1. 977118.9614 997540.3259
43.29.8.0.1. 977111.0054 997534.409
43.32.13.0.1. 977120.3483 997537.4879
43.35.11.0.1. 977126.3336 997535.7847
43.36.22.0.1. 977125.1967 997534.7768
43.38.63.6.0.1. 977121.6365 997534.6789
43.40.19.0.1. 977120.5676 997534.4922
43.41.0.1.0. 977117.9696 997534.9913
43.42.0.2.0. 977116.2421 997532.6388
43.44.12.0.1. 977112.1184 997533.7739
43.44.12.0.2. 977111.9952 997533.774
43.48.0.5.0. 977112.2459 997531.2139
43.49.31.0.1. 977114.6501 997531.1922
43.5.2.0.1. 977114.2452 997541.2413
43.51.9.0.1. 977116.1962 997532.1976
43.53.7.0.1. 977118.2647 997531.5587
43.64.32.0.1. 977125.2914 997531.5327
43.65.30.0.1. 977122.0953 997530.5783
43.66.28.0.1. 977119.2806 997530.7526
43.66.28.0.2. 977119.4101 997530.6397
43.71.27.0.1. 977112.9062 997528.5926
43.72.0.4.0. 977112.159 997526.5639
43.74.74A.25.0.1. 977120.4539 997529.6372
43.75.0.3.0. 977123.4118 997528.8666
43.76.23.0.1. 977127.3956 997529.1051
43.78.17.0.1. 977122.745 997526.8122
43.79.20.0.1. 977119.9422 997526.6719
43.8.3.0.1. 977108.6172 997539.6048
43.80.21.0.1. 977118.5267 997527.0576
43.83.29.0.1. 977116.0176 997525.5559
43.87.16.0.1. 977115.1529 997523.5205
43.87.16.0.2. 977115.1637 997523.4366
43.89.36.0.1. 977118.7611 997524.2872
43.94.24.0.1. 977123.7249 997537.4348
43.94.24.0.2. 977123.5824 997537.3934
43A.10.6.0.1. 977110.3236 997545.2936
43A.11.2.0.1. 977113.8874 997546.7178
43A.19.1.0.1. 977119.3357 997544.8043
43A.20.7.0.1. 977111.8853 997544.0612
43A.22.4.0.1. 977109.2809 997542.1451
43A.22.4.0.2. 977109.2686 997542.0235
43A.7.5.0.1. 977109.0589 997546.7664
43A.9.3.0.1. 977107.0031 997542.9838
44.11.10.0.1. 977121.1665 997523.6149
44.11.10.0.2. 977121.1871 997523.7854
44.21.1.0.1. 977118.7125 997509.8667
44.3.0.3.0. 977121.7693 997505.8683
44.4.3.0.1. 977124.232 997512.6308
44.4.3.0.2. 977124.3229 997512.8809
44.4.3.0.3. 977124.1698 997512.4084
44.5.2.0.1. 977125.1132 997511.8697
44.56.4.0.1. 977116.7089 997507.197
44.58.8.0.1. 977119.7163 997521.2053
44.63.5.0.1. 977116.2313 997519.0542
44.63.5.0.2. 977116.1887 997518.8819
44.83.6.0.1. 977124.9972 997525.253
44.85.0.1.0. 977128.899 997506.063
44.90.11.0.1. 977123.0559 997523.7987
44.91.9.0.1. 977117.7298 997508.6736
45.1.6.0.1. 977119.5675 997491.7573
45.12.8.0.1. 977130.5331 997500.5915
45.14.1.0.1. 977126.3013 997499.5188
45.2.7.0.1. 977121.2193 997493.584
45.40.9.0.1. 977130.1619 997491.9447
45.51.2.0.1. 977131.7136 997488.5774
45.58.4.0.1. 977131.9011 997492.2448
45.66.15.0.1. 977132.9442 997488.1398
45.67.71.17.0.1. 977136.5662 997498.9288
45.67.71.17.0.2. 977136.6293 997498.8419
45.68.13.0.1. 977132.5082 997491.3274
45.69.16.0.1. 977140.9426 997488.3127
45.70.12.0.1. 977135.3947 997499.3254
45.77.11.0.1. 977133.2664 997493.4364
45.78.10.0.1. 977134.8648 997493.7611
45.78.10.0.2. 977134.6266 997493.8419
45.80.3.0.1. 977132.7099 997489.471
45.94.14.0.1. 977133.2309 997490.6466
45.96.5.0.1. 977129.7164 997494.2904
46.18.3.0.1. 977144.7293 997473.7422
46.19.20.2.0.1. 977129.1198 997484.2926
46.2.0.1.0. 977139.1157 997486.9817
46.8.1.0.1. 977142.6648 997479.1915
47.3.0.1.0. 977153.3242 997433.8111
48.1.0.1.0. 977109.3803 997528.9174
48.10.10.0.1. 977105.5796 997524.9184
48.12.12A.13.0.1. 977104.7079 997529.367
48.14.15.0.1. 977102.68 997537.3534
48.16.37.9.0.1. 977104.8312 997532.4891
48.20.14.0.1. 977101.612 997532.3513
48.21.34.16.0.1. 977102.5465 997531.4157
48.23.7.0.1. 977098.7195 997527.5166
48.28.2.0.1. 977106.1415 997534.7118
48.29.17.0.1. 977110.6312 997529.1354
48.32.1.0.1. 977107.3565 997531.9114
48.36.11.0.1. 977108.0316 997527.198
48.36.11.0.NI1. 977107.9547 997527.0723
48.39.8.0.1. 977093.4034 997520.8712
48.41.6.0.1. 977108.8801 997523.5886
48.41.6.0.2. 977109.4565 997523.8756
48.52.4.0.1. 977093.4439 997518.6217
48.59.12.0.1. 977092.0199 997521.3617
48.59.12.0.2. 977091.9795 997521.2787
48.62.5.0.1. 977109.6123 997528.1706
48.63.18.0.1. 977092.6341 997519.2399
48.9.3.0.1. 977107.3895 997530.4239
48A.9.1.0.1. 977087.9445 997537.724
49.10.11.0.1. 977111.336 997513.732
49.14.8.0.1. 977115.8281 997502.6329
49.17.9.0.1. 977096.9326 997514.416
49.28.1.0.1. 977099.4962 997505.114
49.32.6.0.1. 977106.2549 997514.8968
49.32.6.0.2. 977106.4176 997514.8894
49.34.15.0.1. 977113.7369 997511.5983
49.39.16.0.1. 977110.5633 997514.5393
49.4.5.6.4.0.1. 977113.2481 997508.7905
49.43.19.0.1. 977108.8183 997516.4604
49.64.12.0.1. 977105.1182 997515.791
49.67.0.2.0. 977098.1055 997502.3677
49.68.2.0.1. 977099.8617 997511.1836
49.7.5.0.1. 977096.8843 997512.5001
49.72.14.0.1. 977112.4157 997514.9714
49.72.14.0.2. 977112.9757 997515.2364
49.74.3.0.1. 977099.1594 997515.5073
49.8.42.56.7.0.1. 977110.1962 997506.6793
49.85.13.0.1. 977109.3975 997519.4705
49.9.17.0.1. 977110.5977 997510.3192
49.90.0.1.0. 977098.5202 997509.7269
49.92.18.0.1. 977112.3831 997510.5294
4A.10.1.0.1. 977183.6453 997506.1075
4A.11.16.0.1. 977176.3069 997502.2172
4A.17.0.2.0. 977189.7736 997512.7965
4A.19.7.0.1. 977187.5084 997508.1068
4A.20.2.0.1. 977177.7583 997506.358
4A.23.0.3.0. 977180.9345 997498.4234
4A.24.0.4.0. 977181.3472 997497.9123
4A.26.22.0.1. 977179.9547 997498.163
4A.30.3.0.1. 977178.1076 997501.8505
4A.42.0.5.0. 977195.551 997511.4067
4A.49.10.0.1. 977183.2993 997501.1858
4A.49B.23.0.1. 977182.6599 997500.6061
4A.51.6.0.1. 977182.8008 997498.9502
4A.52.4.0.1. 977177.1581 997496.8651
4A.52.4.0.2. 977177.2868 997497.7883
4A.53.0.7.0. 977198.9617 997505.1441
4A.54.0.8.0. 977196.1646 997508.0974
4A.57.5.0.1. 977196.0594 997509.8628
4A.6.13.0.1. 977178.2125 997507.7949
4A.61B.20.0.1. 977181.2904 997503.0897
4A.61B.20.0.2. 977180.2375 997503.0099
4A.62B.21.0.1. 977179.1888 997501.122
4A.62C.19.0.1. 977179.731 997499.4317
4A.62D.18.0.1. 977179.2652 997500.3892
4A.65.9.0.1. 977184.3003 997502.8447
4A.67.0.9.0. 977181.0939 997501.6029
4A.69.8.0.1. 977189.7275 997504.5519
4A.69.8.0.2. 977189.1031 997504.1522
4A.72.11.0.1. 977174.0815 997508.0139
4A.74.12.0.1. 977171.6723 997507.5197
4A.7A.17.0.1. 977186.1591 997507.3761
4A.7B.0.1.0. 977185.743 997508.8925
4A.80.14.0.1. 977183.7764 997500.0999
4A.81.15.0.1. 977179.1046 997498.4218
4A.82.0.6.0. 977185.2382 997499.6609
4B.1.1.0.1. 977176.0934 997510.6549
4B.12.4.0.1. 977167.4315 997519.0248
4B.15.3.0.1. 977166.2298 997522.0597
4B.17.5.0.1. 977172.848 997521.019
4B.17.5.0.2. 977172.7483 997521.0072
4B.19.8.0.1. 977168.4415 997521.4908
4B.2.2.0.1. 977175.1351 997509.8982
4B.4.6.0.1. 977170.9889 997525.9487
4B.4.6.0.2. 977170.8219 997526.1054
4B.4.6.0.3. 977170.7852 997525.9078
4B.4.6.0.4. 977170.9484 997525.7709
4B.5.0.1.0. 977170.8951 997519.0122
4B.8.7.0.1. 977168.8636 997523.3581
4C.10.46.4.0.1. 977197.6191 997532.3201
4C.10.46.4.0.2. 977197.6529 997532.1359
4C.11.7.0.1. 977194.6092 997528.5823
4C.12.5.0.1. 977200.377 997521.6389
4C.26A.26B.2.0.1. 977199.9493 997531.962
4C.35A.35B.0.1.0. 977201.6839 997526.355
4C.41.42.0.2.0. 977203.1541 997526.4306
4C.43.0.3.0. 977203.7554 997528.2944
4C.44.6.0.1. 977196.0033 997531.052
4C.52.0.4.0. 977203.7435 997531.2662
4C.54.1.0.1. 977203.0865 997532.6305
4C.56.2.0.1. 977195.2418 997534.0323
4D.10.2.0.1. 977198.7304 997514.8658
4D.10.2.0.2. 977198.913 997514.7154
4D.11.0.1.0. 977206.6729 997513.9524
4D.12.6.0.1. 977205.0025 997519.2411
4D.13.5.0.1. 977207.7862 997515.313
4D.15.0.2.0. 977207.8028 997517.237
4D.16A.0.3.0. 977206.8933 997516.5043
4D.16B.0.4.0. 977206.4822 997515.5687
4D.16C.8.0.1. 977205.7168 997516.9929
4D.17.7.0.1. 977205.4304 997514.4907
4D.7B.4.0.1. 977200.9217 997509.1175
4D.8.3.0.1. 977204.9484 997507.1467
4D.9.1.0.1. 977208.5763 997520.8971
4E.12.2.0.1. 977212.8828 997515.7281
4E.4.3.0.1. 977208.8907 997522.3873
4E.9.1.0.1. 977209.8045 997522.7065
4F.1.3.0.1. 977207.9219 997525.098
4F.11.0.4.0. 977191.8725 997540.8481
4F.12.0.3.0. 977207.4891 997544.766
4F.14.0.2.0. 977202.1198 997543.3935
4F.18.0.1.0. 977193.6635 997539.5873
4F.19.4.0.1. 977197.7597 997539.6146
4F.20.2.0.1. 977210.0166 997527.4615
4F.6.1.0.1. 977210.1704 997526.495
4G.10.0.1.0. 977183.7593 997536.5283
4G.11.5.0.1. 977184.7722 997534.2571
4G.12.11.0.1. 977182.4941 997538.7363
4G.13.1.0.1. 977183.0512 997537.452
4G.14.14.0.1. 977182.746 997536.3089
4G.18.15.0.1. 977180.5468 997537.0681
4G.22.8.0.1. 977179.8963 997536.9309
4G.25.12.0.1. 977177.1097 997536.9053
4G.26A.16.0.1. 977178.0847 997535.5258
4G.26B.17.0.1. 977177.6137 997534.2881
4G.28B.10.0.1. 977174.4042 997530.0549
4G.29A.13.0.1. 977177.115 997532.8047
4G.29B.0.2.0. 977175.7597 997532.9269
4G.30.9.0.1. 977176.1962 997534.5223
4G.30.9.0.2. 977176.2879 997534.4304
4G.32.3.0.1. 977173.5532 997536.4276
4G.33.18.0.1. 977172.777 997534.2004
4G.34.7.0.1. 977174.4006 997531.9045
4G.36.0.3.0. 977173.8148 997530.0165
4G.38.19.0.1. 977171.5062 997536.1083
4G.41.4.0.1. 977180.2086 997531.7762
4G.5.6.6.0.1. 977187.6916 997537.2095
50.13.15.0.1. 977113.4782 997492.1072
50.16.0.1.0. 977110.2064 997498.9195
50.18.3.0.1. 977113.6979 997495.8559
50.18.3.0.2. 977113.779 997495.8006
50.19.0.2.0. 977110.3392 997497.8774
50.20.5.0.1. 977110.9629 997497.2457
50.21.0.6.0. 977110.1345 997487.8564
50.25.8.0.1. 977110.8462 997492.7157
50.26.4.0.1. 977111.0068 997485.4926
50.27.13.0.1. 977104.35 997498.1922
50.29.7.0.1. 977108.5243 997492.3948
50.29A.9.0.1. 977108.6175 997492.7564
50.31.2.0.1. 977110.8828 997489.8421
50.31.2.0.2. 977110.8749 997489.9315
50.33.50.1.0.1. 977107.9224 997498.7197
50.38.0.4.0. 977108.2498 997490.5407
50.39.11.0.1. 977109.3313 997490.8571
50.40.10.0.1. 977106.9392 997483.4938
50.47.0.7.0. 977117.5182 997492.0447
50.49.6.0.1. 977115.3885 997486.278
50.6.14.0.1. 977112.7286 997501.1505
50.63.12.0.1. 977099.7333 997494.8629
50.64.0.5.0. 977106.2113 997486.5843
50.66.0.3.0. 977104.7943 997489.4689
51.19.6.0.1. 977119.2902 997474.611
51.22.5.0.1. 977117.4436 997475.1623
51.31.3.0.1. 977111.2775 997464.9021
51.32.4.0.1. 977108.0531 997464.1664
51.39.0.1.0. 977115.5333 997464.035
51.6.1.0.1. 977115.4173 997480.8702
51.6.1.0.2. 977115.4054 997480.8205
51.7.2.0.1. 977113.7505 997476.2649
52.1.3.0.1. 977126.1628 997461.5033
52.16.2.0.1. 977113.2428 997451.7755
52.2.4.0.1. 977123.3815 997456.0108
52.20.0.1.0. 977117.6566 997450.3363
52.24.1.0.1. 977111.3632 997457.9512
53.10.0.1.0. 977131.4926 997438.3312
53.13.5.0.1. 977115.2539 997429.0475
53.15.1.0.1. 977124.078 997433.535
53.23.2.0.1. 977126.424 997436.678
53.25.3.0.1. 977117.055 997428.5426
53.27.4.0.1. 977130.5531 997437.0537
53.31.0.2.0. 977122.7572 997424.7643
54.11.0.6.0. 977124.1613 997415.8072
54.36.58B.0.1.0. 977131.0438 997407.5094
54.38.1.0.1. 977124.7299 997408.8148
54.5.2.0.1. 977121.528 997419.4867
54.58A.0.5.0. 977130.0182 997406.1452
54.68A.0.2.0. 977136.3721 997406.8523
54.68B.0.3.0. 977137.0197 997407.1034
54.8A.0.4.0. 977125.6317 997421.9627
55.14.0.3.0. 977135.3007 997384.5304
55.16.0.1.0. 977132.5964 997388.5278
55.22.0.2.0. 977133.8981 997401.7971
55.23.2.0.1. 977137.4011 997389.1641
55.24.0.4.0. 977133.8049 997385.8253
56.14.12.0.1. 977076.105 997513.5929
56.15.1.0.1. 977091.287 997516.7249
56.20.9.0.1. 977085.1387 997526.5386
56.20.9.0.2. 977084.9885 997526.4347
56.22.5.0.1. 977084.4363 997525.4649
56.23.3.0.1. 977080.1417 997514.5509
56.25.6.0.1. 977081.3058 997530.9911
56.27.4.0.1. 977088.1353 997519.3546
56.3.10.0.1. 977086.1784 997519.9743
56.33.11.0.1. 977075.5862 997525.3387
56.35.8.0.1. 977086.3893 997527.0481
56.9.7.0.1. 977079.6253 997525.7163
56A.2.1.0.1. 977082.4276 997535.3054
56A.4.5.5.0.1. 977080.1061 997539.394
56A.6.2.0.1. 977079.7064 997534.9865
56A.7.4.0.1. 977070.6903 997535.9904
56A.8.3.0.1. 977070.0179 997534.4327
57.11.1.0.1. 977091.5452 997507.1078
57.11.1.0.2. 977091.2035 997507.1859
57.12.6.0.1. 977089.7219 997507.2075
57.14.15.0.1. 977094.0789 997498.7644
57.20.11.0.1. 977078.7836 997511.6185
57.22.10.0.1. 977083.9215 997500.7919
57.22A.0.2.0. 977084.5511 997501.7435
57.24.7.0.1. 977088.0287 997500.2656
57.27.13.0.1. 977083.3614 997498.7988
57.30.8.0.1. 977079.081 997513.1566
57.31.16.0.1. 977080.6744 997512.4752
57.36.12.0.1. 977080.1811 997507.496
57.41.14.0.1. 977077.2573 997508.8172
57.41.14.0.2. 977077.2854 997508.4956
57.42.0.1.0. 977078.2991 997502.3414
57.48.4.0.1. 977079.8879 997504.9214
57.6.5.0.1. 977093.487 997504.9123
57.9.2.0.1. 977092.1222 997506.9314
58.11.10.0.1. 977097.6375 997483.2416
58.16.0.1.0. 977088.9566 997493.0883
58.17.13.0.1. 977087.9443 997491.031
58.2.24.0.1. 977098.0129 997494.5599
58.22.19.0.1. 977093.1344 997482.4178
58.24.25.21.0.1. 977088.5732 997487.3288
58.26.4.0.1. 977090.5479 997484.0909
58.27.18.0.1. 977091.2506 997477.8025
58.31.12.0.1. 977090.2646 997479.0888
58.32.0.3.0. 977089.4298 997478.489
58.34.2.0.1. 977086.4902 997482.6129
58.35.0.0.NI1. 977086.2317 997480.4968
58.36.5.0.1. 977086.6243 997477.9108
58.40.71.9.0.1. 977085.3742 997479.8395
58.49.3.0.1. 977082.248 997482.7686
58.52.15.0.1. 977091.6747 997490.3868
58.53.22.0.1. 977089.7911 997490.9984
58.58.6.0.1. 977098.3959 997477.9008
58.6.23.0.1. 977095.6435 997494.2278
58.63.8.0.1. 977087.3419 997484.1293
58.66.11.0.1. 977088.3972 997481.8924
58.67.14.0.1. 977089.3866 997480.8837
58.74.16.0.1. 977095.5962 997477.8916
58.79.7.0.1. 977084.0486 997479.4601
58.8.17.0.1. 977098.9275 997483.6317
58.80.20.0.1. 977093.6641 997476.3639
58.80.20.0.2. 977094.2072 997476.4946
58.9.0.2.0. 977096.2057 997490.5753
58.97.1.0.1. 977098.3413 997486.1314
59.1.1.0.1. 977101.1392 997476.5266
59.108.2.0.1. 977089.179 997463.4669
59.108.2.0.2. 977089.0456 997462.6776
59.120.10.0.1. 977101.09 997472.6906
59.122.14.0.1. 977098.1642 997457.0597
59.123.4.0.1. 977097.2245 997457.4311
59.128.0.9.0. 977090.2829 997455.4791
59.130.16.0.1. 977089.1841 997472.2971
59.135.0.12.0. 977101.7502 997470.8853
59.137.20.0.1. 977093.4734 997472.8991
59.18.0.1.0. 977087.2918 997472.3988
59.19.6.0.1. 977088.299 997460.1456
59.19.6.0.2. 977088.1644 997459.6478
59.21.0.12.0. 977091.9699 997461.9371
59.26.27.18.0.1. 977089.0327 997467.9176
59.3.9.0.1. 977102.9661 997471.664
59.31.3.0.1. 977094.0153 997462.0755
59.36.5.0.1. 977085.1167 997467.3076
59.40.15.0.1. 977090.4875 997474.4363
59.43.44.7.0.1. 977094.5288 997474.725
59.45.79.0.7.0. 977095.0698 997473.541
59.46.0.4.0. 977096.8282 997463.8121
59.5.6.19.0.1. 977104.204 997465.9398
59.56.17.0.1. 977099.1732 997467.379
59.56A.0.3.0. 977099.6387 997467.4279
59.61.0.6.0. 977096.7885 997470.1919
59.66.0.5.0. 977102.2484 997463.5249
59.69.13.0.1. 977091.5071 997475.1897
59.71.96.8.0.1. 977096.812 997471.9599
59.75.118.12.0.1. 977099.9277 997472.9211
59.75.118.12.0.2. 977099.2918 997473.0599
59.77.0.11.0. 977093.3671 997458.3735
59.78A.0.10.0. 977095.8686 997457.4664
59.84.11.0.1. 977100.4218 997471.2551
59.86.0.2.0. 977086.2778 997471.4433
6.1.1.0.1. 977172.5712 997501.2947
60.1.2.3.0.1. 977106.5638 997454.291
60.20.22.2.0.1. 977099.9059 997449.5286
60.7.0.8.0. 977101.1589 997457.0584
60.9.1.0.1. 977109.8828 997445.1198
60.9.1.0.2. 977109.8328 997445.3207
61.18.0.1.0. 977111.1242 997431.1487
61.26.0.2.0. 977107.9132 997418.4684
62.10.0.3.0. 977100.4504 997404.8545
62.24.0.1.1. 977118.5958 997410.2871
62.28.0.2.0. 977105.357 997406.7958
62.29.0.4.0. 977101.711 997412.9142
63.10.1.0.1. 977116.0352 997396.346
63.19.4.0.1. 977121.8528 997397.503
63.25.2.0.1. 977122.6733 997391.8287
63.28.3.0.1. 977123.2234 997391.4664
64.1.6.0.1. 977070.5348 997516.2025
64.16.19.3.0.1. 977066.4542 997520.909
64.2.0.1.0. 977055.636 997516.4508
64.21.33.4.0.1. 977055.3074 997519.8387
64.25.5.0.1. 977070.297 997514.9667
64.28.0.2.0. 977059.5183 997509.778
64.29.2.0.1. 977059.7646 997512.2139
64.6.7.0.1. 977064.4887 997522.0351
64.7.1.0.1. 977066.4447 997513.4577
64A.1.3.2.0.1. 977064.0769 997532.5362
64A.2.1.0.1. 977063.0085 997531.1033
65.10.42.0.1. 977065.2022 997501.6175
65.12.25.0.1. 977064.7422 997499.757
65.13.37.0.1. 977066.0108 997501.5401
65.14.43.0.1. 977066.7329 997501.5708
65.16.0.6.0. 977067.499 997498.5603
65.17.21.0.1. 977070.0247 997498.2071
65.17.21.0.2. 977069.9415 997497.9325
65.17.21.0.3. 977070.2951 997498.2119
65.17.21.0.4. 977070.189 997497.9434
65.17A.22.0.1. 977069.0116 997499.4875
65.17A.22.0.2. 977069.1679 997499.1825
65.17A.22.0.3. 977068.7715 997499.2073
65.17A.22.0.4. 977068.9567 997498.9426
65.2.16.0.1. 977060.5611 997498.1531
65.22.6.0.1. 977073.2794 997501.8
65.23.24.10.0.1. 977074.4511 997496.3732
65.25.0.3.0. 977073.3307 997494.2662
65.26.24.0.1. 977072.3019 997495.7925
65.28.38.0.1. 977074.3377 997491.572
65.28.38.0.2. 977074.4637 997491.367
65.29.35.0.1. 977073.7873 997492.4311
65.30.0.1.0. 977067.7664 997493.1956
65.31.45.0.1. 977069.9379 997495.9846
65.32.72.0.2.0. 977069.7198 997493.4014
65.33.40.0.1. 977068.7228 997494.8681
65.35.11.0.1. 977069.6252 997507.0961
65.4.5.26.0.1. 977056.295 997498.9824
65.43.44.5.0.1. 977067.1939 997508.1078
65.48.49.39.0.1. 977064.3907 997506.0253
65.51.19.0.1. 977063.1292 997506.6983
65.52.15.0.1. 977061.7982 997506.5259
65.53.54.14.0.1. 977060.7185 997508.1812
65.56A.12.0.1. 977058.431 997507.472
65.56B.13.0.1. 977059.5793 997507.3911
65.58.8.0.1. 977057.9184 997505.3763
65.59.20.0.1. 977062.993 997503.117
65.6.23.0.1. 977060.8936 997500.3736
65.60.30.0.1. 977063.9578 997502.8901
65.61.47.0.1. 977065.2245 997503.2186
65.62.28.0.1. 977063.5306 997499.1943
65.63A.31.0.1. 977064.8062 997499.0838
65.73.33.0.1. 977067.0673 997491.0309
65.75.7.0.1. 977060.9378 997495.6214
65.76.1.0.1. 977069.2125 997508.1062
65.77.2.0.1. 977062.0031 997495.2015
65.78.3.0.1. 977059.8865 997495.483
65.79.92.4.0.1. 977062.8269 997490.0166
65.7A.0.4.0. 977060.8405 997499.1726
65.8.29.0.1. 977062.8359 997500.2596
65.80.36.0.1. 977061.62 997502.293
65.80.36.0.2. 977061.5048 997502.3302
65.81.0.5.0. 977059.7323 997501.0827
65.81.41.0.1. 977059.5281 997501.1867
65.82.9.0.1. 977059.3519 997503.038
65.85.34.0.1. 977057.9682 997501.2562
65.88.27.0.1. 977061.2551 997491.4196
65.9.44.0.1. 977066.2065 997498.4928
65.94.17.0.1. 977070.9254 997501.6886
65.94A.18.0.1. 977071.239 997502.228
65.97.46.0.1. 977067.5209 997501.101
66.1.1.0.1. 977061.6279 997483.1064
66.101.0.4.0. 977078.9681 997474.2547
66.11.2.0.1. 977064.6531 997485.1938
66.112.12.0.1. 977081.5301 997474.414
66.126.0.5.0. 977075.3683 997486.5119
66.129.9.0.1. 977063.8336 997477.5237
66.133.15.0.1. 977076.2651 997478.2062
66.136.14.0.1. 977081.0041 997478.2968
66.137.16.0.1. 977069.4647 997470.9364
66.3.5.0.1. 977075.4436 997491.4842
66.37.3.0.1. 977061.0737 997481.292
66.37A.17.0.1. 977061.4014 997480.3243
66.4.7.0.1. 977074.5969 997490.4219
66.41.42.13.0.1. 977075.0974 997483.3128
66.52.4.0.1. 977068.1234 997480.4345
66.54.0.1.0. 977064.8515 997479.5002
66.58.0.6.0. 977075.7666 997481.5892
66.69.0.3.0. 977067.9805 997478.3644
66.7.8.0.1. 977073.6143 997489.8013
66.71.0.2.0. 977062.5239 997477.401
66.8.6.0.1. 977067.8398 997489.8793
66.91.10.0.1. 977074.6555 997475.4003
66.92.11.0.1. 977070.6255 997474.9829
67.20.1.0.1. 977076.0553 997470.0022
67.22.2.0.1. 977076.882 997468.6083
67.22.2.0.2. 977076.8185 997468.4083
67.22.2.0.3. 977076.598 997468.2432
67.22.2.0.4. 977076.4048 997468.1372
67.22.2.0.5. 977076.044 997468.1867
67.22.2.0.6. 977075.8101 997468.3606
67.22.2.0.7. 977076.1773 997468.7006
67.22.2.0.8. 977076.3637 997468.5144
67.22.2.0.9. 977076.895 997468.052
67.22A.3.0.1. 977077.3679 997467.9623
67.29.0.4.0. 977074.2949 997470.958
67.54.0.1.0. 977072.7996 997461.5681
67.73.0.2.0. 977080.1692 997461.7755
67.89.0.3.0. 977070.9555 997466.7208
68.5.1.0.1. 977088.303 997451.2893
69.17.0.1.0. 977090.9134 997425.2906
69.4.0.2.0. 977078.1183 997426.0289
70.29.1.0.1. 977086.3618 997398.9775
71.14.0.2.0. 977095.4129 997386.1387
71.36.0.1.0. 977102.6627 997377.5923
72.15.0.4.0. 977091.8125 997355.4409
72.17.0.2.0. 977105.0661 997358.3934
72.4.4A.1.0.1. 977093.6606 997370.1189
72.4.4A.1.0.2. 977093.3429 997369.9237
72.4.4A.1.0.3. 977093.6801 997369.8344
72.4.4A.1.0.4. 977094.039 997369.8064
72.4.4A.1.0.5. 977093.6441 997369.5667
72.4.4A.1.0.6. 977093.9664 997369.5247
72.7.0.1.0. 977090.2548 997368.0604
72.8.0.3.0. 977102.6205 997365.7292
73.46.0.1.0. 977099.9627 997349.0137
73.53.1.0.1. 977098.8189 997340.3593
73.53A.2.0.1. 977098.1863 997340.5524
73A.4.0.1.0. 977108.893 997335.3327
74.1.8.0.1. 977052.3906 997509.7732
74.11.12.0.1. 977045.7823 997507.3737
74.17.1.0.1. 977039.0577 997520.2021
74.18.0.2.0. 977037.891 997518.1166
74.1FP.0.3.0. 977036.1965 997509.48
74.2.9.0.1. 977051.7471 997511.4601
74.20.5.0.1. 977042.5288 997517.3862
74.22.10.0.1. 977036.7899 997514.6197
74.23.6.0.1. 977039.0692 997511.7941
74.24.4.0.1. 977040.3059 997509.9999
74.27.0.1.0. 977042.6886 997506.3654
74.31.3.0.1. 977050.5251 997516.3189
74.4.2.0.1. 977050.0718 997516.2837
74.4.2.0.2. 977050.0761 997516.1113
74.5.11.0.1. 977049.3415 997510.9675
74.9.7.0.1. 977047.2632 997510.5304
74A.1.0.1.0. 977044.2691 997529.5509
74A.3.5.0.2.0. 977037.6268 997529.1734
75.10.5.0.1. 977047.902 997490.9591
75.13.6.0.1. 977048.7712 997487.9528
75.16.8.0.1. 977045.5317 997488.3233
75.17.7.0.1. 977043.6191 997489.4261
75.1A.B.C.4.0.1. 977053.9314 997498.0151
75.26.1.0.1. 977051.4176 997501.7474
75.27.3.0.1. 977050.2685 997502.4565
75.3.19.0.1.0. 977054.4396 997495.0131
75.9.2.0.1. 977052.5517 997488.6438
76.14.0.4.0. 977051.613 997482.5786
76.16.27.0.3.0. 977048.9484 997475.4437
76.17.9.0.1. 977045.1807 997478.6946
