ID X Y
39.37.3.8 977147.6619 997466.352
39.38.6.21 977150.5501 997456.4968
39.39.6.21 977150.3016 997464.9354
39.4.6.22 977161.1788 997464.0375
39.6.6.22 977166.702 997461.7641
39.7.6.22 977158.1415 997462.8901
39.8.6.22 977158.8864 997465.0408
39.9.6.22 977159.2648 997470.6399
4.103B.3.8 977179.9977 997531.3046
4.104.3.8 977177.7468 997519.9343
4.108.5.19 977184.9111 997515.0842
4.128.3.9 977187.2081 997516.484
4.141.5.19 977181.6151 997524.2878
4.31.3.8 977191.5145 997533.3397
4.34.3.7 977192.6324 997536.3481
4.39.3.8 977191.117 997533.9042
4.55A.3.13 977186.2192 997526.2535
4.69.3.8 977177.9277 997525.6907
4.78.5.16 977185.9474 997533.136
4.7A.3.8 977189.5623 997523.2673
4.7B.3.12 977190.1573 997522.6631
4.83A.3.8 977182.6911 997528.7574
4.93.3.8 977175.7945 997525.6334
40.1.3.12 977156.7285 997429.7591
40.10.3.13 977155.6333 997439.6017
40.11.3.9 977156.452 997436.7855
40.35.6.21 977166.7363 997449.7831
40.36.6.21 977172.0076 997446.628
40.37.5.14 977171.3847 997442.1506
40.41.6.21 977169.1459 997449.0053
40.42.6.21 977169.2197 997447.6703
40.43.6.21 977169.3489 997446.5415
40.46.5.14 977168.1249 997434.9939
40.6.5.14 977159.0072 997438.8042
40.7.3.8 977154.7473 997435.7518
41.10.5.16 977176.1132 997420.5604
41.14.5.15 977171.9284 997430.9053
41.17.5.18 977172.8206 997424.0295
41.22.5.15 977172.2631 997426.3678
41.32.5.18 977164.1722 997428.2132
41.33.5.16 977167.9641 997424.0197
41.36.5.19 977160.1495 997428.401
42.136.3.12.1 977173.4109 997392.1446
42.5.3.13 977179.6597 997409.9018
42.52.5.15 977178.4796 997397.5409
43.1.5.16 977123.5696 997544.6721
43.10.3.13 977112.2558 997538.4923
43.100.5.19 977112.8181 997529.7471
43.101.3.8 977115.1904 997530.1373
43.104.5.15 977127.524 997537.2833
43.105.5.15 977127.3548 997541.5209
43.106.5.15 977128.0756 997538.1014
43.11.3.7 977114.1056 997539.1456
43.12.5.16 977114.2019 997539.8421
43.2.6.24 977122.4329 997544.6317
43.22.5.16 977118.1995 997539.0909
43.28.5.15 977110.9709 997536.2567
43.3.3.12 977113.3382 997525.6709
43.30.5.15 977112.8635 997534.736
43.31.5.15 977113.9197 997535.6532
43.34.5.16 977118.3184 997533.142
43.37.5.15 977121.9073 997536.0339
43.39.5.15 977122.6945 997534.6613
43.4.5.15 977119.7947 997543.1034
43.43.5.16 977114.19 997534.4488
43.46.5.15 977110.63 997530.3065
43.47.5.19 977111.1877 997531.4734
43.6.3.8 977110.5002 997541.032
43.62.3.9 977121.6568 997533.3241
43.7.3.13 977108.8052 997541.0803
43.77.5.19 977125.0896 997528.2357
43.82.5.19 977117.4825 997526.9836
43.84.5.15 977115.0612 997524.7006
43.85.5.15 977112.1417 997525.1783
43.86.3.8 977113.7945 997522.6285
43.91.5.19 977121.5161 997525.5036
43.93.5.16 977128.5002 997527.8009
43.96.5.15 977127.1149 997540.1422
43.97.5.19 977129.0134 997533.8761
43.9A.9B.3.14.1 977109.4334 997537.0462
43A.1.3.13 977120.2835 997548.4176
43A.12.6.21 977115.1861 997546.219
43A.13.3.13 977116.0194 997546.1645
43A.15.5.19 977123.6009 997548.198
43A.17.5.14 977122.1831 997545.8274
43A.21.5.19 977110.0275 997541.7769
43A.23.6.21 977107.6879 997542.1308
43A.8.6.21 977106.6848 997545.4115
44.1.5.15 977118.7673 997506.1043
44.12.6.22 977120.4751 997510.0771
44.15.3.8 977118.7545 997514.0816
44.18.5.15 977125.3044 997506.411
44.19.3.12 977117.5636 997520.8728
44.22.5.15 977115.8341 997512.8536
44.23.6.24 977119.3468 997510.2584
44.24.5.15 977121.3774 997518.359
44.28.5.15 977123.8262 997524.498
44.30.5.19 977124.532 997523.1491
44.31.5.19 977125.3918 997520.309
44.36.3.9 977124.9183 997510.1343
44.37.3.8 977117.228 997514.728
44.42.5.15 977127.6406 997507.5041
44.43.5.16 977127.0902 997508.4199
44.44.5.15 977122.1713 997517.347
44.46.5.15 977117.2814 997515.4615
44.47.3.8 977121.1388 997516.7864
44.49.3.9.1 977128.5234 997508.9685
44.50A.50B.5.15 977118.5775 997516.2332
44.51.5.16 977123.356 997519.6607
44.52.5.17 977124.8098 997518.7651
44.54.5.15 977121.1951 997520.1234
44.55.5.15 977121.1046 997520.8435
44.6.5.15 977114.1368 997514.3185
44.60.5.16 977122.9764 997512.4513
44.67.5.15 977120.6775 997513.3194
44.7.5.16 977121.0668 997514.6817
44.72.5.15 977123.2452 997520.6347
44.73.5.19 977125.0257 997521.8316
44.75.5.15 977123.1943 997509.5912
44.78.5.15 977126.9845 997505.7305
44.79.5.15 977127.7887 997506.3105
44.8.3.8 977121.5353 997510.5898
44.86.3.8 977120.4922 997504.2089
44.87.5.15 977131.3934 997507.2013
44.9.5.15 977121.6101 997511.5025
44.A1.3.13 977129.8075 997517.4364
44.A3.3.13 977130.2916 997515.473
45.100.5.15 977128.9118 997503.7461
45.15.3.9 977124.7559 997499.0378
45.18.3.8 977119.1653 997501.4867
45.21.5.15 977121.8041 997503.3999
45.22.5.15 977122.163 997502.3481
45.24.5.15 977123.1028 997501.8338
45.25.5.15 977123.0785 997503.009
45.26.5.15 977124.742 997502.3943
45.27.6.22 977126.0283 997504.4477
45.28.5.15 977126.576 997503.1343
45.29.5.15 977127.5558 997502.9003
45.3.6.21 977123.3952 997493.2881
45.31.5.15 977122.6688 997490.7854
45.32.5.16 977127.0239 997501.8749
45.33.5.16 977121.9171 997501.1162
45.36.3.8 977124.1539 997500.664
45.37.3.8 977125.5547 997496.9891
45.38.6.21 977127.4237 997497.3054
45.4.6.21 977123.6036 997495.0332
45.49.5.15 977127.6186 997489.0816
45.5.5.15 977126.8291 997495.488
45.6.6.21 977127.5042 997495.8454
45.72.5.16 977135.6804 997490.2202
45.87.5.15 977119.3303 997498.6717
45.9.6.21 977130.623 997496.9816
45.98.6.22 977129.8411 997494.8259
45.A1.3.13 977125.0383 997487.6891
45.A2.3.13 977127.9691 997487.2916
45.A3.3.13 977119.3835 997495.4621
45.A4.3.13 977121.2346 997499.6646
46.1.5.15 977141.6194 997468.5784
46.10.5.15 977135.8351 997486.1839
46.11.5.19 977138.7678 997479.0741
46.12.3.9 977137.0657 997482.6432
46.13.3.13 977139.4571 997484.1033
46.14.3.7 977134.0047 997485.659
46.15.5.19 977134.5316 997484.402
46.16.3.13 977122.8961 997482.7586
46.17.6.22 977140.3241 997477.7683
46.21.6.21 977138.4572 997484.65
46.22.3.8 977138.7539 997483.5796
46.23.6.24 977131.1042 997479.6543
46.25.3.12 977140.1386 997475.3677
46.27.3.8 977143.7987 997468.7842
46.3.5.15 977140.5303 997486.8293
46.30.3.13 977128.8516 997472.8619
46.4.3.8 977141.5187 997486.2555
46.5.3.8 977139.9607 997485.8934
46.5A.3.9 977140.4271 997486.4206
46.6.3.8 977141.1325 997482.8252
46.7.6.24 977140.3268 997483.1978
47.13.3.9.2 977147.2726 997440.9156
47.18.5.18 977149.2328 997428.3345
47.19.3.9 977152.1629 997434.1355
47.20.3.9 977151.6264 997432.9796
47.22.3.13 977145.3841 997433.3483
47.24.3.12 977141.2684 997441.4161
47.25.3.12 977139.5404 997431.0628
47.26.6.21 977135.5065 997440.413
47.27.3.9 977134.6904 997443.0862
47.28.3.9 977148.3604 997435.7711
47.31.5.16 977135.5859 997432.8515
47.31B.3.11 977136.0329 997431.2272
47.32B.5.16 977136.339 997431.5312
47.33.3.9.2 977153.6087 997430.6025
47.35.6.22 977152.586 997439.4399
47.38.3.8 977147.5302 997435.7539
47.39.3.8 977146.7257 997434.4915
47.40.3.9.2 977135.7609 997429.9004
47.8.37.6.22 977145.7739 997438.4003
48.13.58.5.15 977104.0372 997537.5212
48.17.5.16 977102.9905 997528.8263
48.18.57.3.12 977103.1169 997523.8007
48.2.5.19 977110.0744 997528.2893
48.22.6.21 977101.0865 997528.8285
48.24.3.12 977097.3378 997536.6941
48.25.5.15 977095.6484 997535.8957
48.26.3.12 977094.5521 997534.3779
48.27.3.8 977104.6339 997539.7906
48.27A.3.8 977104.0378 997540.2686
48.30.3.13 977101.9032 997535.2733
48.31.3.8 977108.7866 997531.595
48.33.3.12 977104.0799 997530.0286
48.35.5.15 977101.1451 997530.4195
48.38.3.12 977094.3409 997520.9393
48.42.5.19 977106.6296 997520.6277
48.43.3.9 977106.2029 997522.6799
48.44.3.8 977102.2891 997526.0673
48.45.6.21 977100.7767 997525.89
48.46.6.24 977099.1094 997530.8221
48.47.3.12 977104.8745 997524.7656
48.48.3.9 977105.5228 997523.5192
48.49.3.8 977104.4098 997523.0704
48.5.6.22 977106.8285 997538.9463
48.50.3.8 977106.9696 997522.9043
48.51.3.8 977095.0946 997525.348
48.53.3.8 977102.5507 997522.5626
48.53A.3.7 977103.2481 997522.0394
48.54.5.16 977098.7866 997521.6716
48.60.3.12 977096.7581 997537.5351
48.61.3.9 977110.3168 997523.9386
48.7.3.8 977109.1703 997525.1256
48A.11.5.16 977103.5616 997544.2658
48A.2.3.9.2 977104.1338 997542.9903
48A.2A.3.12 977105.1032 997543.2099
48A.3.5.15 977103.0737 997540.2125
48A.4.5.15 977103.063 997541.2339
48A.5.5.16 977097.8523 997539.2839
48A.6.5.15 977094.3303 997539.8632
48A.7.5.16 977101.4948 997544.9051
48A.8.5.16 977096.7745 997538.7627
49.1.3.8.2 977114.8295 997507.0471
49.11.5.16 977112.0446 997516.2933
49.12.3.9.2 977112.215 997519.662
49.13.3.12 977111.4501 997520.0112
49.15.6.21 977104.5321 997506.9337
49.20.3.8 977114.0191 997502.5293
49.21.3.8 977101.4617 997502.1877
49.25.3.8 977101.3802 997506.6118
49.3.3.8 977111.0377 997503.2169
49.30.3.8 977109.6692 997501.7173
49.36.6.22 977105.7836 997514.1108
49.37.3.8 977103.2952 997513.6384
49.38.3.8 977111.9587 997518.1213
49.41.3.8 977110.7545 997518.3163
49.61.3.9 977104.2541 997512.3811
49.62.3.9 977103.6765 997504.6225
49.65.3.8 977101.3633 997502.5356
49.69.5.15 977093.5812 997515.9974
49.70.3.8 977101.8302 997499.3337
49.71.5.16 977096.9631 997509.9435
49.84.3.8 977109.6494 997516.6748
49.87.3.8 977110.7145 997502.1157
49.88.5.15 977106.3414 997512.3514
49.89.3.8 977111.9557 997502.3866
49.93.3.10 977103.7058 997506.1079
49.94.3.13 977096.9958 997508.948
4A.21.3.8 977185.6563 997501.6785
4A.31.6.21 977186.4954 997505.2047
4A.38.5.15 977194.2915 997513.4547
4A.48.6.21 977180.6928 997509.763
4A.49C.3.12 977183.283 997500.4642
4A.50.5.19 977178.9836 997497.3064
4A.60.3.7 977176.9593 997504.5471
4A.61A.6.24 977179.1214 997504.7161
4A.62A.3.12 977178.9921 997499.2039
4A.68.3.8 977185.0198 997504.7134
4A.73.5.19 977173.3378 997506.5846
4B.10.5.15 977169.5234 997521.1265
4B.11.6.21 977169.5963 997517.0173
4B.13.6.21.1 977167.192 997520.8611
4B.16.5.16 977169.9724 997510.8462
4B.18.3.8.3 977172.2092 997524.5966
4B.3.5.17 977171.4134 997520.8209
4B.6.5.15 977170.3629 997522.5309
4B.7.5.15 977169.6118 997519.4143
4B.9.6.24 977171.1527 997512.567
4C.28.3.8 977200.3504 997525.6695
4C.45A.3.8.3 977202.6945 997529.1256
4C.45B.3.8 977203.1627 997530.3101
4C.48.3.8 977197.9012 997534.2443
4C.49.5.19 977204.6702 997526.735
4C.50.3.9 977205.7278 997526.6496
4C.51A.3.8 977205.1663 997522.4889
4C.51B.3.7 977206.0578 997522.6737
4C.53.3.9 977204.872 997521.3775
4C.58.5.19 977206.6375 997526.0172
4C.59.3.12 977204.9234 997525.6715
4C.6.3.8.1 977196.3856 997517.0237
4C.60.5.19 977201.4755 997539.4486
4C.61.5.19 977198.7738 997537.5747
4C.62.5.19 977196.9596 997537.9678
4C.63.3.8 977192.8782 997533.9619
4C.64.3.8.1 977206.7087 997521.9475
4D.7A.5.15 977199.6644 997509.248
4E.1.5.16 977203.6719 997504.8349
4E.10.3.10.1 977210.6036 997521.7255
4E.11.3.8 977213.3725 997517.3013
4E.14.3.9 977212.4036 997523.0982
4E.15.3.10.1 977211.01 997522.636
4E.16.3.9.2 977212.1473 997521.8606
4E.3.3.8 977213.9231 997521.2868
4E.5.5.16 977215.9956 997517.0446
4E.7.3.12 977211.2271 997516.8219
4F.10.6.21 977206.2135 997535.8148
4F.16.6.21 977206.3227 997538.1126
4F.17.6.21 977205.5411 997538.1799
4F.2.3.8 977206.4172 997530.3835
4F.21.3.9 977208.2863 997533.8437
4F.3.3.9 977205.9763 997534.9796
4F.4A.4B.3.10.1 977206.6282 997533.2914
4F.7.5.19 977190.9226 997539.0341
4F.8A.3.12 977209.9076 997532.822
4F.8B.3.12 977209.0546 997533.4843
4F.9.3.8 977208.6464 997534.8254
4G.17.5.14 977181.3193 997537.9224
4G.19.5.14 977180.2296 997535.8776
4G.21.5.15 977182.0406 997533.7462
4G.26C.5.15 977178.6035 997534.1263
4G.27.5.15 977177.9287 997531.4061
4G.28C.5.16 977175.8385 997531.0685
4G.31.6.21 977175.93 997536.2132
4G.37.5.15 977172.3688 997530.0532
4G.39.5.15 977170.6571 997535.1175
4G.4.5.19 977188.6785 997537.8081
4G.42.6.22 977189.1197 997539.1309
4G.7.5.14 977186.6033 997536.9458
4G.9.5.15 977184.0135 997538.6068
50.14.3.8 977115.2072 997489.4623
50.2.3.8 977117.4931 997497.3616
50.22.3.13 977106.904 997498.3176
50.24.5.15 977108.9376 997493.8896
50.28.3.8 977105.2546 997497.5074
50.30.3.12 977109.3306 997484.3238
50.4.3.8 977116.6286 997500.2782
50.48.3.9 977118.6835 997485.8819
50.5.3.9 977115.6008 997495.3235
50.53.3.8 977100.5886 997491.4503
50.56.5.15 977105.3285 997493.8605
50.57.3.8 977099.0448 997496.3923
50.60.5.19 977108.4882 997485.7509
50.65.3.8 977105.0082 997485.3959
50.67.5.15 977105.5221 997490.4927
50.68.3.9 977103.9397 997488.0809
50.7.3.7 977120.0997 997483.8601
50.8.3.13 977112.0761 997499.8799
50.9.6.21 977111.8881 997500.5479
51.1.5.16 977106.4143 997466.7261
51.11.5.15 977107.9867 997473.5826
51.12.6.22 977107.1942 997473.6901
51.13.5.15 977106.8261 997475.2998
51.14.3.13 977103.7776 997477.2306
51.15.5.15 977122.245 997482.1047
51.16.3.8 977110.4253 997466.4961
51.17.3.8 977105.4329 997469.5703
51.2.5.15 977117.991 997477.8931
51.21.5.15 977114.3303 997477.295
51.23.3.9 977116.1087 997465.6293
51.24.5.15 977114.37 997474.2421
51.29.5.15 977105.6796 997475.1237
51.33.3.9 977103.6422 997475.6022
51.35.3.12 977114.5582 997460.5429
51.36.3.12 977113.0629 997460.3111
51.37.3.13 977121.6467 997471.6203
51.38.3.13 977118.6073 997470.8493
51.4.3.9 977116.961 997467.7246
51.40.3.13 977117.6694 997463.6694
51.41.3.12 977108.0439 997462.2463
51.44.3.13 977114.692 997463.0553
51.5.3.8 977107.9971 997478.6606
51.8.3.8 977106.5024 997477.2669
52.10.5.15 977112.964 997456.5896
52.11.3.9 977112.1019 997451.9734
52.12.5.16 977126.6108 997451.5915
52.15.5.15 977109.6655 997453.7141
52.17.3.8 977119.4898 997450.886
52.19.5.18 977119.9813 997442.1226
52.21.3.8 977118.2026 997459.9375
52.22.3.8 977118.2091 997461.1214
52.25.5.15 977113.5549 997459.3123
52.26.5.15 977114.939 997459.4817
52.28.6.22 977117.7094 997441.2328
52.3.3.12 977117.6003 997458.6671
52.30.5.16 977118.6514 997449.58
52.4.3.13 977116.0629 997458.4982
52.5.5.15 977120.2556 997452.7598
52.9.5.15 977127.3069 997448.3417
53.1.3.8 977113.641 997439.3742
53.14.5.15 977116.0271 997428.5243
53.16.3.8 977125.4078 997433.0397
53.18.6.22 977131.8955 997435.4291
53.2.5.18 977132.7815 997424.4223
53.21.5.16 977129.7075 997431.6968
53.24.5.15 977127.3703 997433.7759
53.28.5.16 977129.2377 997432.3742
53.3.5.15 977114.7263 997434.5941
53.32.3.9 977127.7525 997427.0613
53.33.5.15 977122.3499 997428.6926
53.34.5.16 977127.7099 997428.1352
53.35.5.15 977122.716 997431.547
53.36.3.12 977125.6703 997426.5199
53.37.3.12 977126.1458 997427.5365
53.39.3.8 977124.7721 997429.1611
53.40.5.15 977116.4736 997423.714
53.41.6.22 977113.3803 997436.1954
53.45.5.15 977118.4613 997427.0951
53.46.3.12 977126.0052 997429.7308
53.5.5.16 977131.508 997424.901
53.6.5.16 977132.1576 997425.394
53.7.3.9 977128.7734 997437.3882
53.9.6.22 977114.2345 997430.8306
54.10.5.16 977126.3151 997419.4434
54.13.6.24 977129.0626 997422.3522
54.15.5.18 977131.5544 997420.8511
54.16.3.12 977132.5316 997421.7063
54.17.5.15 977134.7307 997423.2586
54.18.3.8 977136.734 997422.3562
54.18A.5.15 977136.3549 997421.1171
54.18B.5.15 977135.9691 997424.0597
54.19.3.8 977134.9111 997421.1961
54.2.5.18 977118.6255 997418.1805
54.20.3.8 977137.3011 997419.6861
54.22.23.3.9 977137.3418 997415.9949
54.28.6.22 977137.5191 997411.6229
54.37.6.22 977123.2807 997410.4285
54.39.6.21 977120.7458 997407.4356
54.4.3.8 977118.3817 997416.5683
54.41.3.13 977124.4793 997406.9925
54.46.47.3.13 977121.4861 997403.9596
54.48.3.12 977122.63 997403.4952
54.51.3.12 977123.0995 997401.3553
54.53.3.8 977126.8114 997402.0393
54.54.5.16 977127.681 997403.2443
54.57.3.9 977127.9016 997404.8288
54.6.3.9 977122.9399 997420.4823
54.60.3.8 977129.3326 997403.7224
54.61.3.9 977130.5608 997402.8805
54.66.3.8 977132.7988 997406.3349
54.69.3.12.2 977137.5591 997405.0066
54.7.3.9 977124.5107 997418.9519
54.70.3.9 977132.7598 997423.4967
54.8B.3.9 977125.2081 997421.2452
54.9.3.8 977126.768 997421.3047
55.1.3.12 977124.1682 997394.966
55.10.5.15 977140.9025 997397.806
55.12.6.24 977139.2198 997397.3186
55.13.3.8 977126.2911 997385.6655
55.19.3.9 977141.8846 997396.5797
55.2.6.21 977124.6959 997390.154
55.20.3.9 977139.7508 997386.5272
55.21.6.22 977141.6725 997387.0598
55.26.6.21 977128.4741 997399.8538
55.27.6.22 977126.1248 997398.6758
55.28.6.21 977129.0608 997392.6147
55.29.5.16 977126.9878 997392.7006
55.3.6.21 977138.2111 997399.0062
55.30.6.22 977134.0585 997399.9288
55.32.5.19 977124.0532 997392.0794
55.34.5.16 977137.7617 997390.6543
55.35.6.24 977131.3801 997394.713
55.36.3.8 977131.9271 997385.4053
55.40.6.22 977128.5027 997385.1057
55.5.6.21 977136.1442 997399.6982
55.8.5.18 977127.9636 997397.3787
55.9.5.16 977134.2583 997396.8116
55.A1.3.13 977136.8986 997390.7975
56.1.5.19 977084.0985 997534.2577
56.11.3.9 977081.0545 997523.1762
56.12.5.19 977072.4563 997520.2905
56.13.5.15 977081.3629 997519.1686
56.16.5.16 977071.5709 997522.6845
56.17.3.9 977072.0942 997524.1878
56.18.5.16 977091.0915 997518.3088
56.2.5.19 977086.0023 997524.3273
56.21.5.19 977078.6796 997513.8643
56.24.5.15 977087.6499 997516.3601
56.26.3.13 977087.4011 997523.309
56.30.5.19 977080.1992 997520.3976
56.32.5.19 977075.8545 997526.8403
56.34.5.15 977082.8024 997527.3426
56.4.5.16 977081.7359 997525.7706
56.5.3.8 977071.244 997530.7673
56.6.6.22 977081.1912 997533.6865
56.8.5.15 977071.904 997527.0862
56A.1.6.21 977082.4163 997540.4475
56A.3.5.15 977081.0183 997538.3185
56A.9.6.21 977067.3214 997536.9723
57.1.6.21 977092.4598 997512.8097
57.10.6.21 977091.263 997505.9666
57.13.5.19 977088.5526 997515.6997
57.15.6.21 977090.701 997515.5286
57.16.3.9.1 977092.5155 997498.8943
57.17.6.21 977084.5942 997510.2416
57.19.3.8 977095.3612 997498.7208
57.2.3.9 977094.871 997508.6692
57.21.3.8 977090.1529 997498.8566
57.26.6.21 977085.8281 997500.4849
57.28.3.12 977077.8019 997499.9939
57.3.6.21 977095.2069 997504.3472
57.34.3.13 977080.5866 997506.5535
57.35.3.8 977081.1262 997510.0438
57.38.6.21 977075.2285 997507.4366
57.40.6.21 977076.5845 997506.1822
57.43.3.13 977078.7858 997500.8193
57.44.5.19 977075.0132 997509.6568
57.45.3.8 977091.2866 997509.5597
57.47.6.21 977080.3515 997502.963
57.5.3.8 977092.6783 997508.1394
57.7.3.9 977093.0784 997503.0837
57.8.6.21 977091.6454 997511.978
58.1.5.16 977097.3636 997493.6996
58.105.3.8 977097.4552 997476.783
58.107.3.8 977086.7236 997489.0925
58.108.3.11 977084.2297 997486.2892
58.15.3.9.2 977096.6122 997478.8687
58.23.6.24 977093.5024 997482.0608
58.28.61.3.9 977090.8277 997481.003
58.30.5.19 977089.5139 997481.7752
58.37.6.22 977080.9376 997492.6427
58.39.3.9 977084.3719 997475.6009
58.4.3.8 977099.7013 997480.2585
58.48.3.7 977094.7628 997490.8317
58.50.3.9 977100.8876 997482.8759
58.57.3.9 977100.9169 997479.1608
58.60.5.16 977084.9417 997484.0579
58.74A.5.16 977095.3489 997477.1316
58.75.6.21 977088.1866 997475.2165
58.77.3.8 977086.6071 997475.1628
58.82.6.22 977093.686 997477.7888
58.83.3.9 977085.5807 997474.2272
58.96.3.9 977098.169 997485.5336
58.96A.3.9 977098.4102 997485.6424
59.100.6.24 977097.7645 997465.6193
59.11.5.19 977085.7269 997469.5464
59.110.3.8 977101.6172 997471.6825
59.111.5.15 977101.3313 997473.6719
59.115.3.9 977103.6749 997458.3959
59.116.3.7 977104.3027 997458.4694
59.117.5.15 977100.2769 997476.7692
59.12.5.15 977083.8634 997472.1419
59.125.5.15 977089.5194 997473.9441
59.127.5.18 977094.8569 997456.0017
59.131.6.24 977088.8191 997457.4319
59.136.5.15 977096.9482 997468.9799
59.16.5.19 977086.3301 997469.5992
59.17.5.15 977087.6363 997469.9005
59.28.5.15 977088.7475 997466.8183
59.29.5.17 977092.9626 997461.9272
59.34.5.15 977087.0293 997467.4862
59.49.5.15 977090.8037 997469.1022
59.52.5.15 977097.9744 997467.836
59.55.5.15 977091.7575 997468.0869
59.59.5.15 977102.3413 997468.8258
59.63.5.19 977088.6078 997457.9158
59.7.5.16 977103.1527 997469.9722
59.73.5.15 977089.4371 997457.6165
59.76.5.16 977098.6021 997472.0343
59.78B.5.15 977094.3932 997457.6771
59.83.5.15 977098.5904 997460.6555
59.85.5.15 977096.6591 997460.1322
59.87.6.24 977102.3609 997474.6946
59.88.5.16 977102.6408 997470.4291
59.90.5.15 977092.1024 997459.7708
60.10.5.19 977102.2527 997448.1724
60.13.5.19 977092.5329 997453.1416
60.14.5.19 977097.31 997456.0878
60.17.5.19 977106.3457 997451.7127
60.18.3.7.2 977101.2751 997454.3641
60.21.3.7.2 977100.015 997442.677
60.25.5.16 977093.0321 997435.7267
60.26.6.21 977102.9972 997441.6552
60.28.5.15 977093.4292 997435.1729
60.29.5.15 977092.8474 997434.5989
60.30.6.21 977092.4655 997448.929
60.33.5.16 977106.9625 997455.6246
60.35.5.16 977106.4322 997448.2329
60.4.5.15 977105.2554 997457.6984
60.5.5.19 977097.8075 997456.1314
61.17.3.9 977110.4814 997432.1737
61.29.3.8 977099.1268 997434.9098
61.30.5.15 977101.0405 997430.3788
61.37.5.15 977103.1305 997419.4464
62.12.5.18 977103.1451 997403.1543
62.13.5.15 977116.8999 997416.6202
62.16.3.8 977110.1484 997409.7914
62.2.3.7 977110.896 997417.8223
62.30.5.18 977111.7008 997402.7919
62.33.5.15 977119.4873 997402.9177
62.39.5.19 977118.6112 997400.2347
62.4.5.18 977103.8512 997411.9322
62.43.5.19 977114.9908 997399.1275
62.44.5.18 977106.4982 997397.06
62.47.5.16 977114.0919 997399.3907
62.5.5.18 977111.3383 997411.8182
62.6.3.11 977100.1219 997409.3842
63.1.5.16 977110.7967 997391.8816
63.2.3.8 977112.0411 997386.6924
63.26.5.19 977119.7268 997392.8552
63.7.5.19 977116.9428 997391.223
63.8.3.8 977118.3864 997393.037
63.9.3.8 977118.6426 997391.329
64.17.5.15 977068.8587 997513.9487
64.18.5.15 977067.0888 997520.1776
64.20.3.8 977068.4132 997520.2935
64.23.6.21 977058.0431 997510.1941
64.26.3.8 977066.8186 997517.5746
64.27.3.12 977058.7888 997515.5575
64.31.6.20 977058.5754 997522.5499
64A.10.5.15 977057.0084 997534.0541
64A.5.6.21 977053.1159 997532.0449
64A.6.3.12 977055.9843 997533.4083
65.1.5.19 977059.9046 997497.8212
65.11.3.12 977066.1001 997499.4893
65.15.5.16 977064.4026 997500.941
65.18.3.12 977071.927 997499.6138
65.19.6.22 977072.4438 997499.1257
65.20.5.15 977073.8264 997498.565
65.21.6.21 977072.9419 997500.2064
65.36.5.16 977070.8735 997504.2037
65.37.6.22 977068.605 997504.3905
65.39.3.8 977066.5781 997504.8651
65.40.3.8 977071.9293 997509.7486
65.42.3.8 977068.0599 997509.9435
65.57.6.21 977057.8972 997507.2171
65.63.5.16 977064.5257 997497.8402
65.66.3.12 977064.136 997494.8428
65.69.3.8 977058.9995 997494.9565
65.7.3.9 977061.2746 997499.0967
65.83.6.21 977057.7792 997503.147
65.84.6.21 977055.7133 997504.7442
66.10.3.9 977070.0751 997487.6169
66.110.3.8 977069.5593 997473.2441
66.112A.3.12 977081.6759 997473.9259
66.113.5.19 977080.4106 997474.3353
66.114.3.8 977079.6237 997473.0607
66.116.6.22 977078.4983 997473.2223
66.118.3.8 977076.6646 997472.0216
66.124.5.15 977071.7394 997477.2414
66.125.3.8 977072.6334 997476.7522
66.135.6.22 977067.9624 997479.6062
66.5.5.15 977081.4823 997477.219
66.6.5.15 977073.7674 997491.0845
66.84.6.24 977065.1987 997475.7943
66.84A.6.22 977064.391 997475.2981
66.85.3.8 977080.4499 997477.1287
66.86.6.22 977078.7113 997477.544
66.98.3.8 977082.024 997475.3513
66.99.3.9 977080.923 997475.7751
66.A1.3.13 977066.9234 997486.3482
66.A2.3.13 977065.7253 997485.1794
66.A3.3.13 977067.5962 997483.5226
66.A4.3.13 977072.0292 997479.0636
67.108.5.14 977083.3418 997465.9827
67.109.5.15 977068.623 997462.7428
67.11.5.15 977085.8235 997461.3796
67.119.5.16 977072.0256 997451.6718
67.12.5.16 977085.6607 997460.5379
67.16.3.11 977080.9399 997463.1512
67.18.3.11 977086.7787 997456.9474
67.2.3.12 977081.7814 997471.098
67.23.3.11 977076.9271 997465.7791
67.27.3.9 977080.7269 997458.8295
67.4.5.15 977083.3403 997469.2247
67.44.5.19 977072.6685 997470.1352
67.45.5.15 977071.5211 997469.4674
67.46.5.14 977074.44 997462.6521
67.48.5.15 977082.9285 997470.1956
67.55.5.14 977071.2155 997461.5719
67.56.5.16 977071.235 997460.4659
67.57.5.16 977069.7884 997460.3651
67.60.5.15 977063.9917 997468.1782
67.61.5.14 977067.0013 997460.2758
67.69.5.15 977085.202 997463.0531
67.7.3.8 977080.4299 997472.4929
67.75.5.15 977085.6333 997458.7118
67.77.5.14 977083.0492 997458.5115
67.78.5.14 977081.0964 997458.1603
67.79.5.15 977074.3043 997463.9543
67.8.5.15 977079.4738 997470.9906
67.81.5.16 977077.6105 997454.4293
67.84.5.16 977078.7218 997454.6811
68.1.3.8 977087.6487 997452.8884
68.15.3.8 977080.524 997436.9147
68.2.3.8 977086.034 997452.9767
68.3.3.8 977086.8074 997451.6342
68.4.6.24 977073.8083 997437.9034
68.6.3.8 977080.4018 997447.6302
68.7.3.8 977080.9559 997446.1701
