ID_original Tipo_de_rasgo ID_resumido Grupo X Y Forma Total_ceramica Total_liticos Total_macrorestos Total_oro Total_fauna Total_volantes
18.27.3.8 Deposito 18.27 3 977198.7651 997463.8006 Circular 0 9 0 0 0 0
18.29.3.9 Deposito 18.29 3 977207.5924 997465.3345 Oval 0 0 0 0 0 0
18.30.6.21 Negativo 18.3 3 977198.6624 997461.2021 Circular 0 1 0 0 0 0
18.31.3.8 Deposito 18.31 3 977193.9479 997460.5358 Circular 0 2 1 0 1 0
18.32.6.21 Negativo 18.32 3 977197.2313 997461.8893 Circular 0 0 0 0 0 0
18.33.5.15 Indefinido 18.33 3 977193.2831 997460.2999 Circular 0 2 1 0 0 0
18.4.5.19 Indefinido 18.4 4 977202.543 997470.5286 Irregular 0 0 0 0 0 0
18.7.6.24 Negativo 18.7 4 977193.6048 997473.4531 Irregular 0 0 0 0 0 0
18.9.6.24 Negativo 18.9 4 977202.1298 997472.9296 Irregular 0 0 0 0 0 0
19.10.6.21 Negativo 19.1 3 977192.8017 997458.6207 Circular 0 0 0 0 0 0
19.12.3.8 Deposito 19.12 3 977200.8057 997448.6998 Circular 0 0 0 0 2 0
19.14.6.21 Negativo 19.14 3 977199.1661 997459.5371 Circular 0 0 0 0 0 0
19.15.6.21 Negativo 19.15 3 977201.1877 997459.8246 Circular 0 1 0 0 0 0
19.18.3.13 Deposito 19.18 3 977201.3699 997456.1618 NA 2 5 0 0 0 0
19.2.6.21 Negativo 19.2 3 977210.4914 997447.694 Circular 0 0 0 0 0 0
19.20.5.19 Indefinido 19.2 3 977204.1937 997453.9196 Irregular 1 1 0 0 0 0
19.21.6.24 Negativo 19.21 3 977195.6814 997454.4748 Irregular 0 0 0 0 0 0
19.24.3.11 Deposito 19.24 3 977208.4376 997449.6718 Cuadrangular 2 2 0 0 0 0
19.25.3.11 Deposito 19.25 3 977194.5388 997450.7792 Cuadrangular 2 2 1 0 0 0
19.28.5.15 Indefinido 19.28 3 977196.9717 997447.3133 Circular 0 0 0 0 0 0
19.30.6.21 Negativo 19.3 3 977191.8035 997452.6419 Circular 0 0 0 0 0 0
19.31.3.8 Deposito 19.31 3 977211.9935 997444.1191 Circular 0 1 0 0 0 0
19.32.3.7.1 Deposito 19.32 3 977194.995 997441.1384 Rectangular 1 1 0 0 0 0
19.33.6.22 Negativo 19.33 3 977202.5813 997447.0573 Oval 0 0 0 0 0 0
19.34.6.20 Negativo 19.34 3 977198.7885 997446.7808 Rectangular 0 2 0 0 0 0
19.37.5.15 Indefinido 19.37 3 977196.3239 997444.6014 Circular 0 0 0 0 0 0
19.5.5.15 Indefinido 19.5 3 977198.2846 997458.5472 Circular 0 0 0 0 0 0
19.7.5.15 Indefinido 19.7 3 977203.1337 997449.595 Circular 3 2 0 0 0 0
2.1.3.9 Deposito 2.1 4 977161.1566 997481.0108 Oval 0 1 0 0 3 0
20.1.5.16 Indefinido 20.1 1 977052.366 997423.9711 Oval 6 6 0 0 0 0
20.12.6.24 Negativo 20.12 1 977053.573 997421.5131 Irregular 0 0 0 0 0 0
20.14.3.8 Deposito 20.14 1 977050.3221 997421.0435 Circular 2 3 0 0 0 0
20.15.5.19 Indefinido 20.15 1 977047.4989 997416.523 Irregular 0 0 0 0 0 0
20.16.5.15 Indefinido 20.16 1 977043.2786 997418.3176 Circular 0 0 0 0 0 0
20.2.5.15 Indefinido 20.2 1 977050.0113 997423.6747 Circular 2 1 0 0 0 0
20.20.6.21 Negativo 20.2 1 977054.3788 997411.8113 Circular 0 0 0 0 0 0
20.22.6.24 Negativo 20.22 1 977050.6111 997408.9812 Irregular 2 0 0 0 0 0
20.24.5.19 Indefinido 20.24 1 977042.3727 997410.809 Irregular 0 0 0 0 0 0
20.27.3.9 Deposito 20.27 1 977052.8144 997415.4011 Oval 5 1 4 0 0 0
20.4.5.15 Indefinido 20.4 1 977050.7298 997423.9083 Circular 0 1 0 0 0 0
20.5.6.21 Negativo 20.5 1 977048.7233 997423.2081 Circular 0 1 0 0 0 0
20.6.6.24 Negativo 20.6 1 977048.1028 997422.1868 Irregular 0 0 0 0 0 0
20.7.6.24 Negativo 20.7 1 977046.9534 997422.508 Irregular 0 0 0 0 0 0
20.8.6.24 Negativo 20.8 1 977046.1739 997421.6579 Irregular 0 0 0 0 0 0
20A.2.5.15 Indefinido 20A.2 2 977049.0921 997434.8631 Circular 0 1 0 0 0 0
20A.3.6.21 Negativo 20A.3 2 977051.2836 997430.15 Circular 0 0 0 0 0 0
20A.5.6.24 Negativo 20A.5 2 977049.5057 997429.5857 Irregular 0 0 0 0 0 0
20A.8.3.8 Deposito 20A.8 1 977034.8749 997420.6599 Circular 0 8 0 0 6 0
21.19.6.20 Negativo 21.19 3 977238.5309 997426.6339 Rectangular 0 0 0 0 0 0
21.20.6.21 Negativo 21.2 3 977225.0047 997423.5149 Circular 0 0 0 0 0 0
21.24.6.24 Negativo 21.24 3 977223.5182 997410.3145 Irregular 0 0 0 0 0 0
21.7.3.8 Deposito 21.7 3 977230.3478 997412.4149 Circular 0 0 0 0 0 0
21.9.6.21 Negativo 21.9 3 977228.9769 997410.9059 Circular 0 0 0 0 0 0
22.1.6.22 Negativo 22.1 4 977207.4349 997550.9113 Oval 0 0 0 0 0 0
22.12A.5.15 Indefinido 22.12A 4 977189.6955 997541.9432 Circular 0 0 0 0 0 0
22.13.3.8 Deposito 22.13 4 977189.8573 997544.4555 Circular 0 3 2 0 0 0
22.15.5.19 Indefinido 22.15 4 977194.7057 997544.1626 Irregular 0 0 0 0 0 0
22.3.5.16 Indefinido 22.3 4 977207.8468 997549.3144 Oval 0 0 0 0 0 0
22.3A.5.16 Indefinido 22.3A 4 977207.8273 997549.3671 Oval 0 0 0 0 1 0
22.3B.5.16 Indefinido 22.3B 4 977207.791 997549.4431 Oval 0 0 0 0 0 0
22.6.6.24 Negativo 22.6 4 977207.8982 997549.8851 Irregular 0 0 0 0 0 0
22.7.5.19 Indefinido 22.7 4 977205.6852 997549.4023 Irregular 0 1 0 0 0 0
23.10.5.15 Indefinido 23.1 4 977169.2005 997545.3048 Circular 0 1 0 0 0 0
23.102.3.12 Deposito 23.102 4 977181.5606 997544.3802 Irregular 1 1 2 0 0 0
23.103.5.19 Indefinido 23.103 4 977177.6321 997540.5092 Irregular 2 1 0 0 0 0
23.12.12A.13.5.19 Indefinido 23.12.12A.13 4 977169.8056 997548.2476 Irregular 1 0 0 0 0 0
23.15.5.15 Indefinido 23.15 4 977168.1553 997550.842 Circular 5 0 0 0 0 0
23.17.5.15 Indefinido 23.17 4 977167.6131 997553.8353 Circular 0 0 0 0 0 0
23.20.5.15 Indefinido 23.2 4 977166.3956 997554.4405 Circular 6 0 0 0 0 0
23.21.3.13 Deposito 23.21 4 977170.9239 997547.0514 NA 0 0 0 0 0 0
23.33.34.3.8 Deposito 23.33.34 4 977173.4781 997540.2877 Circular 4 1 1 0 0 0
23.34A.3.12 Deposito 23.34A 4 977173.6217 997540.5956 Irregular 2 0 0 0 0 0
23.40.3.13 Deposito 23.4 4 977172.0783 997546.4583 NA 0 1 0 0 0 0
23.46.5.15 Indefinido 23.46 4 977175.1549 997548.3177 Circular 6 1 0 0 0 0
23.4B.3.8 Deposito 23.4B 4 977170.1423 997539.7155 Circular 0 0 0 0 0 0
23.5.5.15 Indefinido 23.5 4 977171.2879 997541.4115 Circular 2 2 0 0 1 0
23.54.55.5.19 Indefinido 23.54.55 4 977177.7894 997538.0645 Irregular 1 3 0 0 1 0
23.57.5.15 Indefinido 23.57 4 977179.5599 997539.7143 Circular 8 1 0 0 0 0
23.64.6.24 Negativo 23.64 4 977178.6537 997543.386 Irregular 1 0 0 0 0 0
23.65.6.20 Negativo 23.65 4 977178.1997 997544.0517 Rectangular 0 0 0 0 0 0
23.75.5.15 Indefinido 23.75 4 977181.289 997539.814 Circular 0 4 0 0 0 0
23.80.5.15 Indefinido 23.8 4 977185.7829 997541.5492 Circular 0 1 0 0 0 0
23.81.3.8 Deposito 23.81 4 977184.1516 997543.282 Circular 0 1 0 0 0 0
23.86.6.20 Negativo 23.86 4 977186.8023 997544.2538 Rectangular 0 0 0 0 0 0
23.88.3.9 Deposito 23.88 4 977188.0014 997542.7413 Oval 0 5 0 0 0 0
23.94.3.8 Deposito 23.94 4 977187.3889 997545.6128 Circular 8 2 0 0 0 0
24.12.5.19 Indefinido 24.12 4 977193.4915 997482.3217 Irregular 0 1 0 0 0 0
24.14.5.19 Indefinido 24.14 4 977190.3242 997481.6441 Irregular 0 1 0 0 0 0
24.15.3.12 Deposito 24.15 4 977186.733 997489.1182 Irregular 0 1 0 0 2 0
24.16.5.16 Indefinido 24.16 4 977188.5916 997489.7481 Oval 0 0 0 0 0 0
24.17.5.16 Indefinido 24.17 4 977189.1424 997489.9245 Oval 0 0 0 0 0 0
24.19.6.20 Negativo 24.19 4 977188.616 997493.4149 Rectangular 0 0 0 0 0 0
24.2.5.15 Indefinido 24.2 4 977195.9575 997494.4368 Circular 1 3 0 0 0 0
24.20.5.15 Indefinido 24.2 4 977187.4441 997494.9477 Circular 0 1 0 0 0 0
24.21.5.16 Indefinido 24.21 4 977187.2295 997486.6335 Oval 0 1 0 0 0 0
24.26.3.8 Deposito 24.26 4 977181.5786 997497.0297 Circular 0 12 0 0 11 0
24.29.6.22 Negativo 24.29 4 977182.8029 997492.574 Oval 0 0 0 0 0 0
24.3.5.16 Indefinido 24.3 4 977190.3337 997499.1044 Oval 1 2 0 0 0 0
24.32.3.9 Deposito 24.32 4 977185.6363 997489.0047 Oval 0 1 0 0 0 0
24.33.5.15 Indefinido 24.33 4 977184.193 997488.8607 Circular 0 1 0 0 0 0
24.34.5.15 Indefinido 24.34 4 977182.9042 997489.3871 Circular 0 0 0 0 0 0
24.35.3.9 Deposito 24.35 4 977184.9535 997487.8798 Oval 2 1 0 0 1 1
24.36.5.15 Indefinido 24.36 4 977185.4799 997486.5528 Circular 0 0 0 0 0 0
24.37.5.15 Indefinido 24.37 4 977185.3427 997481.4502 Circular 0 0 0 0 0 0
24.38.5.15 Indefinido 24.38 4 977188.0759 997484.387 Circular 0 0 0 0 0 0
24.4.3.8 Deposito 24.4 4 977199.2649 997482.4545 Circular 4 0 0 0 0 0
24.40.6.21 Negativo 24.4 4 977191.35 997497.538 Circular 0 0 0 0 0 0
24.41.5.15 Indefinido 24.41 4 977196.8572 997502.1455 Circular 0 2 0 0 0 0
24.42.5.16 Indefinido 24.42 4 977198.6755 997502.8075 Oval 0 1 0 0 0 0
24.43.6.22 Negativo 24.43 4 977184.2957 997490.7365 Oval 0 0 0 0 0 0
24.44.6.22 Negativo 24.44 4 977181.6963 997495.9059 Oval 0 0 0 0 0 0
24.46.3.8 Deposito 24.46 4 977185.0775 997489.7604 Circular 0 0 0 0 1 0
24.6.5.16 Indefinido 24.6 4 977192.6793 997489.827 Oval 0 0 0 0 0 0
24.7.5.16 Indefinido 24.7 4 977195.6532 997482.6127 Oval 0 1 0 0 0 0
24.8.5.15 Indefinido 24.8 4 977193.8645 997486.6781 Circular 0 0 0 0 0 0
24.9.5.19 Indefinido 24.9 4 977187.9905 997478.8141 Irregular 0 1 0 0 0 0
25.10.6.20 Negativo 25.1 3 977202.463 997424.0381 Rectangular 0 0 0 0 0 0
25.13.5.15 Indefinido 25.13 3 977216.6958 997426.8429 Circular 0 7 5 0 1 0
25.18.6.20 Negativo 25.18 3 977216.299 997432.5826 Rectangular 0 0 0 0 0 0
25.23.3.9 Deposito 25.23 3 977209.9268 997424.4804 Oval 0 1 0 0 0 0
25.24.5.15 Indefinido 25.24 3 977197.6682 997435.4836 Circular 0 1 0 0 0 0
25.4.5.14 Indefinido 25.4 3 977212.8147 997433.6265 Rectangular 0 0 0 0 0 0
25.5.3.12 Deposito 25.5 3 977206.8973 997421.7707 Irregular 0 0 0 0 0 0
26.12.3.8 Deposito 26.12 3 977206.6071 997416.5026 Circular 17 28 2 0 0 0
26.16.3.8 Deposito 26.16 3 977205.9696 997415.3906 Circular 0 0 0 0 0 0
26.17.5.19 Indefinido 26.17 3 977213.8349 997412.3591 Irregular 0 0 0 0 0 0
26.18.3.8 Deposito 26.18 3 977205.5293 997418.0615 Circular 0 0 0 0 0 0
26.19.3.13 Deposito 26.19 3 977207.8219 997418.1013 NA 6 1 0 0 0 0
26.21.3.8 Deposito 26.21 3 977210.0117 997419.5787 Circular 0 0 5 0 2 0
26.23.5.19 Indefinido 26.23 3 977208.5214 997411.6714 Irregular 0 0 0 0 23 0
26.28.3.12 Deposito 26.28 3 977212.2422 997415.8598 Irregular 0 5 0 0 0 0
26.31.3.9 Deposito 26.31 3 977210.5537 997421.4317 Oval 12 3 3 0 3 0
26.32.6.22 Negativo 26.32 3 977206.3789 997420.5412 Oval 0 0 0 0 0 0
26.33.3.13 Deposito 26.33 3 977203.9466 997419.1776 NA 0 0 0 0 0 0
26.39.6.21 Negativo 26.39 3 977213.2164 997402.9674 Circular 0 0 0 0 0 0
26.6.3.7 Deposito 26.6 3 977213.7979 997418.5553 Rectangular 1 0 0 0 0 0
26.7.3.8 Deposito 26.7 3 977211.2168 997417.0896 Circular 0 0 0 0 0 0
26.8.6.24 Negativo 26.8 3 977206.9486 997413.3868 Irregular 0 0 0 0 0 0
27.13.3.8 Deposito 27.13 4 977165.4971 997540.2907 Circular 26 12 0 0 0 0
27.14.5.15 Indefinido 27.14 4 977165.552 997545.4327 Circular 6 2 0 0 0 0
27.15.3.8 Deposito 27.15 4 977157.7156 997535.1104 Circular 0 11 0 0 0 0
27.16.3.12 Deposito 27.16 4 977163.6895 997541.3932 Irregular 2 1 0 0 0 0
27.17.3.8 Deposito 27.17 4 977159.5764 997536.1541 Circular 0 0 0 0 0 0
27.18.3.10 Deposito 27.18 4 977165.4926 997537.2388 Oval 0 1 0 0 0 0
27.18A.3.10 Deposito 27.18A 4 977164.5106 997537.2285 Oval 2 1 0 0 0 0
27.24.3.8 Deposito 27.24 4 977162.5139 997535.6361 Circular 10 8 0 0 0 0
27.26.5.15 Indefinido 27.26 4 977159.5308 997542.2935 Circular 0 0 0 0 0 0
27.27.3.8.3 Deposito 27.27 4 977161.2482 997541.4608 Circular 0 1 0 0 0 0
27.39A.3.9 Deposito 27.39A 4 977150.3958 997546.9292 Oval 4 1 0 0 0 0
27.48.6.24 Negativo 27.48 4 977156.9407 997541.9366 Irregular 0 0 0 0 0 0
27.64.3.8 Deposito 27.64 4 977151.2251 997533.8753 Circular 0 1 0 0 0 0
27.75.3.12 Deposito 27.75 4 977149.9156 997536.7568 Irregular 20 16 0 0 0 0
27.76.6.22 Negativo 27.76 4 977152.4357 997536.1243 Oval 0 0 0 0 0 0
27A.3.3.13 Deposito 27A.3 4 977162.4988 997560.9293 NA 0 1 0 0 0 0
28.10.3.12 Deposito 28.1 4 977162.8081 997530.8921 Irregular 0 6 0 0 5 0
28.11.3.9 Deposito 28.11 4 977163.5301 997531.8598 Oval 0 1 0 0 0 0
28.20.5.16 Indefinido 28.2 4 977158.2237 997528.8043 Oval 0 0 0 0 0 0
28.31.5.15 Indefinido 28.31 4 977171.0333 997529.925 Circular 0 1 0 0 0 0
28.38.3.8 Deposito 28.38 4 977156.6976 997522.2169 Circular 0 9 0 0 2 0
28.40.5.16 Indefinido 28.4 4 977153.8952 997521.5562 Oval 0 2 0 0 0 0
28.59.5.16 Indefinido 28.59 4 977156.9869 997519.7487 Oval 0 2 0 0 0 0
28.66.3.9 Deposito 28.66 4 977154.8762 997517.6083 Oval 0 1 0 0 4 0
28.70.3.8 Deposito 28.7 4 977156.9751 997516.2518 Circular 0 0 0 0 0 0
28.71.3.12 Deposito 28.71 4 977156.6603 997515.0998 Irregular 0 6 0 0 0 0
28.73.5.16 Indefinido 28.73 4 977156.0431 997513.2123 Oval 0 0 0 0 0 0
28.75.3.8 Deposito 28.75 4 977159.4669 997517.6677 Circular 0 4 0 0 0 0
28.76.3.9 Deposito 28.76 4 977160.1552 997518.2149 Oval 8 5 0 0 4 0
28.78A.3.9 Deposito 28.78A 4 977160.3263 997517.4015 Oval 2 3 0 0 3 0
28.82.5.16 Indefinido 28.82 4 977162.9464 997517.3307 Oval 0 1 0 0 0 0
28.85.3.7 Deposito 28.85 4 977163.8051 997522.5698 Rectangular 0 2 0 0 0 0
28.9.6.21 Negativo 28.9 4 977156.7499 997529.1642 Circular 0 0 0 0 0 0
29.10.5.16 Indefinido 29.1 4 977161.373 997496.0485 Oval 15 5 0 0 1 0
29.24.5.15 Indefinido 29.24 4 977168.9698 997500.494 Circular 0 0 0 0 0 0
29.26.3.8 Deposito 29.26 4 977162.1418 997499.0828 Circular 0 2 0 0 2 0
29.29.5.15 Indefinido 29.29 4 977164.37 997496.8702 Circular 0 0 0 0 1 0
29.30.5.16 Indefinido 29.3 4 977161.931 997497.8097 Oval 0 1 0 0 0 0
29.32.3.12 Deposito 29.32 4 977159.9439 997498.0428 Irregular 10 1 0 0 0 0
29.33.5.16 Indefinido 29.33 4 977160.627 997498.3738 Oval 0 0 0 0 0 0
29.35.5.16 Indefinido 29.35 4 977159.3104 997500.6323 Oval 28 6 0 0 3 0
29.40.6.21 Negativo 29.4 4 977167.3998 997504.6802 Circular 0 0 0 0 0 0
29.42.6.22 Negativo 29.42 4 977163.3777 997502.7854 Oval 0 0 0 0 0 0
29.43.3.8 Deposito 29.43 4 977161.5822 997503.1539 Circular 13 8 1 0 11 0
29.44.5.16 Indefinido 29.44 4 977158.6241 997502.0813 Oval 0 1 0 0 0 0
29.58.6.21 Negativo 29.58 4 977162.3318 997506.407 Circular 0 0 0 0 0 0
29.6.3.9 Deposito 29.6 4 977161.2843 997495.1251 Oval 28 8 0 0 2 1
29.63.3.9 Deposito 29.63 4 977158.9725 997507.4016 Oval 3 2 0 0 0 0
29.68.3.9 Deposito 29.68 4 977164.9165 997509.2272 Oval 8 3 0 0 0 0
29.7.5.16 Indefinido 29.7 4 977160.0572 997495.3908 Oval 12 5 0 0 1 1
29.70.3.9 Deposito 29.7 4 977165.4352 997510.6629 Oval 7 1 0 0 0 0
29.75.6.22 Negativo 29.75 4 977164.6682 997511.2909 Oval 0 1 0 0 0 0
29.7S.3.9 Deposito 29.7S 4 977166.4218 997509.8506 Oval 0 0 0 0 0 0
29.8.3.8 Deposito 29.8 4 977159.7283 997496.2437 Circular 2 2 0 0 2 0
29.89.6.24 Negativo 29.89 4 977166.5624 997513.8642 Irregular 2 1 0 0 0 0
29.90.6.21 Negativo 29.9 4 977167.3725 997513.3247 Circular 0 0 0 0 0 0
30.112.5.19 Indefinido 30.112 4 977163.413 997489.1865 Irregular 0 1 0 0 0 0
30.113.5.19 Indefinido 30.113 4 977162.1453 997487.3448 Irregular 0 1 0 0 0 0
30.116.6.24 Negativo 30.116 4 977162.4738 997490.0301 Irregular 0 0 0 0 0 0
30.117.5.19 Indefinido 30.117 4 977161.4919 997489.5216 Irregular 0 0 0 0 0 0
30.120.5.19 Indefinido 30.12 4 977161.0053 997491.6325 Irregular 0 0 0 0 0 0
30.121.6.24 Negativo 30.121 4 977161.0483 997492.5218 Irregular 0 0 0 0 0 0
30.122.3.8 Deposito 30.122 4 977164.0657 997490.0084 Circular 0 2 0 0 8 0
30.195.3.8 Deposito 30.195 4 977166.2814 997486.0765 Circular 0 0 0 0 0 0
30.196.3.8 Deposito 30.196 4 977163.5561 997486.4016 Circular 0 1 0 0 0 0
30.197.3.8 Deposito 30.197 4 977162.8702 997485.9592 Circular 0 0 0 0 0 0
30.198.3.8 Deposito 30.198 4 977162.5814 997485.3502 Circular 0 1 0 0 0 0
30.208.3.8 Deposito 30.208 4 977180.4387 997495.4056 Circular 0 1 0 0 0 0
30.24.5.15 Indefinido 30.24 4 977181.4775 997478.165 Circular 0 0 0 0 0 0
30.26.5.15 Indefinido 30.26 4 977181.8515 997479.3799 Circular 0 0 0 0 0 0
30.28.5.14 Indefinido 30.28 4 977168.2091 997490.4705 Rectangular 0 0 0 0 0 0
30.30.5.19 Indefinido 30.3 4 977180.9629 997483.6247 Irregular 0 0 0 0 0 0
30.31.32.3.9 Deposito 30.31.32 4 977176.6707 997489.4005 Oval 11 59 0 0 0 0
30.37.3.9 Deposito 30.37 4 977178.6067 997483.5294 Oval 0 0 0 0 0 0
30.43.3.9 Deposito 30.43 4 977176.4551 997494.6093 Oval 0 0 0 0 0 0
30.52.6.21 Negativo 30.52 4 977176.1136 997483.3113 Circular 0 0 0 0 0 0
30.53.6.21 Negativo 30.53 4 977174.6589 997483.2579 Circular 0 0 0 0 0 0
30.60.5.15 Indefinido 30.6 4 977168.5055 997480.115 Circular 0 0 0 0 0 0
30.65.6.21 Negativo 30.65 4 977170.3427 997483.3975 Circular 0 0 0 0 0 0
30.66.3.8 Deposito 30.66 4 977173.07 997494.0565 Circular 0 0 0 0 0 1
30.73.3.9 Deposito 30.73 4 977178.0324 997491.8542 Oval 0 0 0 0 0 0
30.85.5.15 Indefinido 30.85 4 977169.4251 997489.2496 Circular 0 0 0 0 0 0
30.86.5.15 Indefinido 30.86 4 977167.9589 997489.9062 Circular 0 0 21 0 0 0
30.87.6.24 Negativo 30.87 4 977164.6532 997479.1517 Irregular 0 0 0 0 0 0
30.88.89.5.19 Indefinido 30.88.89 4 977165.5919 997492.5771 Irregular 1 2 0 0 0 0
30.90.5.19 Indefinido 30.9 4 977164.5744 997480.5133 Irregular 18 1 0 0 0 0
31.10.3.8 Deposito 31.1 3 977184.5193 997461.1796 Circular 0 2 0 0 2 0
31.11.5.19 Indefinido 31.11 4 977183.6251 997468.7279 Irregular 0 0 0 0 0 0
31.13.5.19 Indefinido 31.13 3 977181.4324 997464.0653 Irregular 0 0 0 0 0 0
31.14.6.21 Negativo 31.14 4 977176.9468 997472.5851 Circular 0 0 0 0 0 0
31.17.5.19 Indefinido 31.17 4 977174.0753 997473.678 Irregular 0 1 0 0 0 0
31.21.3.8 Deposito 31.21 4 977166.6836 997472.33 Circular 0 1 0 0 0 0
31.22.5.15 Indefinido 31.22 4 977167.8511 997470.0069 Circular 6 9 0 0 0 1
31.25.5.18 Indefinido 31.25 3 977173.1143 997465.5826 Cuadrangular 0 0 0 0 0 0
31.26.3.11 Deposito 31.26 3 977168.8396 997463.7062 Cuadrangular 0 0 0 0 0 0
31.30.3.12 Deposito 31.3 3 977172.2206 997467.2117 Irregular 0 0 0 0 0 0
31.31.5.16 Indefinido 31.31 3 977177.4698 997465.3661 Oval 0 1 0 0 0 0
31.32.5.19 Indefinido 31.32 3 977176.7804 997465.0497 Irregular 2 1 0 0 0 0
31.33.3.13 Deposito 31.33 3 977169.5712 997457.7799 NA 0 2 0 0 0 0
31.35.5.19 Indefinido 31.35 3 977176.516 997459.2688 Irregular 0 0 0 0 0 0
31.36.6.21 Negativo 31.36 3 977177.5426 997466.6689 Circular 0 0 0 0 0 0
31.37.5.19 Indefinido 31.37 3 977173.0927 997463.9544 Irregular 0 0 0 0 0 0
31.38.3.9 Deposito 31.38 4 977176.1593 997468.873 Oval 0 0 0 0 0 0
31.4.3.12 Deposito 31.4 4 977180.8841 997473.3387 Irregular 0 2 0 0 0 0
31.40.5.19 Indefinido 31.4 4 977172.4501 997467.8974 Irregular 0 0 0 0 0 0
31.9.45.3.12 Deposito 31.9.45 4 977185.0558 997467.0706 Irregular 2 1 0 0 1 0
32.1.5.16 Indefinido 32.1 3 977187.3336 997439.3058 Oval 0 0 0 0 0 0
32.10.3.8 Deposito 32.1 3 977184.0177 997454.5607 Circular 2 1 2 0 2 0
32.12.5.16 Indefinido 32.12 3 977171.817 997452.0455 Oval 0 0 2 0 0 0
32.14.5.15 Indefinido 32.14 3 977174.5539 997449.7957 Circular 0 0 0 0 0 0
32.15.5.15 Indefinido 32.15 3 977173.5623 997453.2904 Circular 0 0 0 0 0 0
32.16.5.15 Indefinido 32.16 3 977175.8438 997447.7395 Circular 0 0 0 0 0 0
32.2.5.16 Indefinido 32.2 3 977184.656 997441.4592 Oval 0 1 0 0 0 0
32.6.5.14 Indefinido 32.6 3 977183.6058 997445.914 Rectangular 0 0 0 0 0 0
32.7.5.15 Indefinido 32.7 3 977188.5078 997453.1755 Circular 0 0 0 0 0 0
32.9.5.14 Indefinido 32.9 3 977175.8853 997435.7388 Rectangular 0 0 0 0 0 0
33.49.5.18 Indefinido 33.49 3 977178.9421 997432.4416 Cuadrangular 0 0 0 0 0 0
33.91.5.18 Indefinido 33.91 3 977193.7873 997418.8855 Cuadrangular 0 0 0 0 0 0
33.92.5.18 Indefinido 33.92 3 977194.5176 997420.2666 Cuadrangular 2 1 0 0 2 0
34.162.3.8 Deposito 34.162 3 977189.9177 997417.2499 Circular 0 0 0 0 0 0
34.181.5.19 Indefinido 34.181 3 977188.1703 997416.1445 Irregular 0 1 0 0 0 0
34.2.5.19 Indefinido 34.2 3 977182.7498 997410.462 Irregular 0 0 0 0 0 0
34.212.5.16 Indefinido 34.212 3 977195.4798 997406.489 Oval 0 0 0 0 0 0
34.228.5.16 Indefinido 34.228 3 977194.2004 997404.8976 Oval 0 1 0 0 0 0
34.242.5.16 Indefinido 34.242 3 977194.403 997402.1186 Oval 0 5 0 0 0 0
34.264.3.12 Deposito 34.264 3 977193.1787 997403.8355 Irregular 0 0 0 0 0 0
34.265.5.19 Indefinido 34.265 3 977199.2598 997405.4416 Irregular 0 1 0 0 0 0
34.266.5.19 Indefinido 34.266 3 977187.1911 997415.7549 Irregular 0 0 0 0 0 0
34.267.5.19 Indefinido 34.267 3 977185.2108 997414.9939 Irregular 0 0 0 0 0 0
34.300.5.19 Indefinido 34.3 3 977186.2886 997399.1997 Irregular 1 0 0 0 0 0
34.330.5.19 Indefinido 34.33 3 977197.4304 997402.2619 Irregular 0 1 0 0 0 0
34.35B.5.19 Indefinido 34.35B 3 977188.914 997398.8417 Irregular 0 0 0 0 0 0
34.41.5.15 Indefinido 34.41 3 977193.9316 997398.9362 Circular 0 0 0 0 0 0
34.53.5.15 Indefinido 34.53 3 977196.924 997399.0156 Circular 0 0 0 0 0 0
35.12.5.16 Indefinido 35.12 4 977143.0266 997539.4953 Oval 0 2 0 0 0 0
35.13.6.22 Negativo 35.13 4 977142.1375 997545.1141 Oval 0 0 0 0 0 0
35.14.6.22 Negativo 35.14 4 977144.6982 997538.5597 Oval 0 0 0 0 0 0
35.2.3.8 Deposito 35.2 4 977145.2598 997550.3111 Circular 3 1 0 0 0 0
35.21.3.9 Deposito 35.21 4 977142.8104 997535.6566 Oval 6 5 0 0 0 0
35.28.3.8 Deposito 35.28 4 977141.7719 997542.9846 Circular 4 1 0 0 2 0
35.3.5.15 Indefinido 35.3 4 977131.4008 997531.3023 Circular 0 1 0 0 0 0
35.32.3.8 Deposito 35.32 4 977137.7658 997540.8235 Circular 2 2 0 0 0 0
35.34.5.15 Indefinido 35.34 4 977139.9496 997538.8287 Circular 2 0 0 0 0 0
35.40.3.12 Deposito 35.4 4 977144.3179 997529.7828 Irregular 24 2 0 0 6 1
35.43.3.12 Deposito 35.43 4 977139.0943 997530.9376 Irregular 44 27 3 0 0 0
35.44.3.9 Deposito 35.44 4 977147.3021 997533.0247 Oval 0 2 15 0 0 0
35.46.6.22 Negativo 35.46 4 977146.193 997533.0822 Oval 0 0 0 0 0 0
35.49.5.16 Indefinido 35.49 4 977138.2326 997528.1685 Oval 0 0 0 0 0 0
35.52.5.16 Indefinido 35.52 4 977143.9616 997538.6498 Oval 4 0 0 0 0 0
35.56.3.13 Deposito 35.56 4 977141.4893 997530.9797 NA 0 8 0 0 12 0
35.58.6.21 Negativo 35.58 4 977148.2714 997533.4314 Circular 0 0 0 0 0 0
35.59.3.8 Deposito 35.59 4 977134.7441 997528.3722 Circular 0 1 0 0 0 0
