Corte Cuadricula Nivel Tipos_Ceramicos Diametro Forma
69 F8 5 Mosquera_Roca_Triturada 22 Olla
69 F8 5 Mosquera_Roca_Triturada 14 Olla
69 F8 6 Funza_Cuarzo_Abundante 20 Cuenco
69 F8 6 Zipaquira_Rojo_Sobre_Crema 24 Cuenco
69 F8 6 Mosquera_Roca_Triturada 14 Olla
69 F8 6 Mosquera_Roca_Triturada 14 Olla
69 F4 15 Funza_Cuarzo_Abundante 14 Olla
69 F4 3 Funza_Cuarzo_Abundante 30 Cuenco
69 F4 3 Funza_Cuarzo_Abundante 46 Cuenco
69 F4 3 Zipaquira_Rojo_Sobre_Crema 18 Cuenco
69 B8 3 Desgrasante_Gris 38 Cuenco
69 I6 7 Mosquera_Roca_Triturada 20 Olla
69 I6 3 Funza_Cuarzo_Abundante 16 Cuenco
69 I6 3 Zipaquira_Desgrasante_Tiesto 20 Cuenco
69 I6 2 Vidriado 14 Olla
69 F8 5 Zipaquira_Rojo_Sobre_Crema 26 Cuenco
69 F8 5 Mosquera_Roca_Triturada 20 Olla
69 F8 5 Mosquera_Roca_Triturada 22 Olla
69 F8 5 Mosquera_Roca_Triturada 14 Olla
69 F8 6 Funza_Cuarzo_Abundante 20 Cuenco
69 F8 6 Zipaquira_Rojo_Sobre_Crema 24 Cuenco
69 F8 6 Mosquera_Roca_Triturada 14 Olla
69 F8 6 Mosquera_Roca_Triturada 14 Olla
69 F4 15 Funza_Cuarzo_Abundante 14 Olla
69 F4 3 Funza_Cuarzo_Abundante 30 Cuenco
69 F4 3 Funza_Cuarzo_Abundante 46 Cuenco
69 F4 3 Zipaquira_Rojo_Sobre_Crema 18 Cuenco
69 B8 3 Desgrasante_Gris 38 Cuenco
69 E10 15 Zipaquira_Rojo_Sobre_Crema 18 Cuenco
69 E3 15 Zipaquira_Rojo_Sobre_Crema 20 Cuenco
69 E3 15 Zipaquira_Rojo_Sobre_Crema 20 Cuenco
69 J4 15 Funza_Cuarzo_Abundante 10 Olla
69 J9 5 Desgrasante_Gris NA Olla
69 H5 5 Zipaquira_Rojo_Sobre_Crema 16 Indeterminado
69 G7 5 Mosquera_Rojo_Inciso NA Cuenco
69 G7 3 Mosquera_Rojo_Inciso 36 Cuenco
69 D9 3 Mosquera_Rojo_Inciso NA Cuenco
69 D5 5 Funza_Cuarzo_Abundante 22 Cuenco
69 D1 2 Funza_Cuarzo_Abundante 26 Cuenco
69 F4 15 Zipaquira_Rojo_Sobre_Crema 22 Cuenco
69 F4 15 Zipaquira_Rojo_Sobre_Crema 22 Cuenco
69 F5 15 Zipaquira_Rojo_Sobre_Crema 18 Cuenco
69 F5 15 Mosquera_Roca_Triturada 18 Cuenco
69 F5 15 Mosquera_Roca_Triturada 34 Cuenco
69 F5 15 Mosquera_Roca_Triturada 28 Cuenco
69 F5 15 Zipaquira_Rojo_Sobre_Crema 18 Cuenco
69 F5 15 Mosquera_Roca_Triturada 18 Cuenco
69 F5 15 Mosquera_Roca_Triturada 34 Cuenco
69 F5 15 Mosquera_Roca_Triturada 28 Cuenco
69 F9 15 Mosquera_Roca_Triturada 16 Cuenco
69 B8 2 Funza_Cuarzo_Abundante 10 Olla
69 B4 3 Funza_Cuarzo_Abundante 12 Olla
69 A10 3 Desgrasante_Gris 8 Olla
69 A10 2 Funza_Cuarzo_Abundante 10 Olla
69 A6 3 Funza_Cuarzo_Abundante 14 Olla
69 A2 2 Funza_Cuarzo_Abundante 24 Cuenco
69 J5 3 Funza_Cuarzo_Abundante 20 Cuenco
69 J1 5 Mosquera_Roca_Triturada 34 Cuenco
69 J1 3 Funza_Cuarzo_Abundante 10 Olla
69 J1 3 Mosquera_Roca_Triturada 30 Cuenco
69 I7 5 Zipaquira_Rojo_Sobre_Crema 20 Olla
69 I3 15 Funza_Cuarzo_Abundante 10 Olla
69 I3 15 Mosquera_Rojo_Inciso 24 Olla
69 I3 15 Mosquera_Rojo_Inciso 18 Olla
69 F9 15 Guatavita_Desgrasante_Tiesto NA Olla
69 F9 15 Funza_Cuarzo_Abundante 16 Olla
69 F9 15 Funza_Cuarzo_Abundante NA Olla
69 F9 15 Mosquera_Roca_Triturada 16 Olla
69 F9 3 Desgrasante_Gris NA Olla
69 F9 3 Funza_Cuarzo_Abundante 24 Cuenco
69 F9 3 Funza_Cuarzo_Abundante 22 Cuenco
69 F9 3 Funza_Cuarzo_Abundante NA Olla
69 F9 3 Funza_Cuarzo_Abundante 20 Cuenco
69 F9 3 Funza_Cuarzo_Abundante 16 Cuenco
69 F9 3 Mosquera_Rojo_Inciso 20 Olla
69 F5 15 Funza_Cuarzo_Abundante NA Olla
69 F5 15 Mosquera_Roca_Triturada NA Olla
69 F5 3 Funza_Cuarzo_Abundante 10 Olla
69 F5 3 Funza_Cuarzo_Abundante 8 Olla
69 F5 3 Zipaquira_Rojo_Sobre_Crema 14 Cuenco
69 F1 3 Funza_Cuarzo_Abundante 12 Olla
69 F1 2 Mosquera_Roca_Triturada 42 Cuenco
69 F1 2 Funza_Cuarzo_Abundante 10 Olla
69 F1 2 Mosquera_Roca_Triturada 20 Olla
69 E7 15 Desgrasante_Gris NA Olla
69 E3 3 Desgrasante_Gris NA Olla
69 E3 3 Mosquera_Roca_Triturada 14 Olla
69 B9 3 Mosquera_Roca_Triturada 14 Cuenco
69 B9 2 Funza_Cuarzo_Abundante NA Olla
69 B5 3 Funza_Cuarzo_Abundante 12 Olla
69 B5 3 Funza_Cuarzo_Abundante 12 Olla
69 B5 2 Desgrasante_Gris 26 Cuenco
69 B1 2 Funza_Cuarzo_Abundante 10 Olla
69 H9 15 Mosquera_Roca_Triturada 22 Cuenco
69 I3 15 Funza_Cuarzo_Abundante 22 Cuenco
69 I3 15 Mosquera_Roca_Triturada 20 Cuenco
69 I3 15 Funza_Cuarzo_Abundante 22 Cuenco
69 I3 15 Mosquera_Roca_Triturada 20 Cuenco
69 I6 15 Mosquera_Roca_Triturada 36 Cuenco
69 I6 15 Mosquera_Roca_Triturada 36 Cuenco
69 I7 15 Mosquera_Roca_Triturada 10 Cuenco
69 I7 15 Mosquera_Roca_Triturada 10 Cuenco
69 J4 15 Mosquera_Roca_Triturada NA Cuenco
70 E3 2 Funza_Cuarzo_Abundante 8 Indeterminado
70 I1 15 Funza_Cuarzo_Abundante 40 Indeterminado
70 A7 15 Funza_Cuarzo_Abundante 56 Indeterminado
70 A7 15 Funza_Cuarzo_Abundante 26 Olla
70 A7 15 Funza_Cuarzo_Abundante 18 Olla
70 A7 15 Mosquera_Rojo_Inciso 24 Olla
70 A7 3 Desgrasante_Gris 14 Olla
70 A7 3 Funza_Cuarzo_Abundante 14 Olla
70 A7 3 Funza_Cuarzo_Abundante 16 Olla
70 A7 2 Mosquera_Roca_Triturada 28 Olla
70 A3 15 Mosquera_Roca_Triturada 24 Olla
70 A3 15 Mosquera_Roca_Triturada 20 Olla
70 A3 15 Mosquera_Rojo_Inciso 10 Olla
70 A3 15 Desgrasante_Gris 16 Olla
70 J9 2 Funza_Cuarzo_Abundante NA Olla
70 J9 2 Desgrasante_Gris NA Olla
70 J9 2 Mosquera_Rojo_Inciso NA Olla
70 J5 3 Desgrasante_Gris NA Olla
70 J1 3 Mosquera_Roca_Triturada 10 Cuenco
70 J1 3 Mosquera_Roca_Triturada NA Cuenco
70 I7 15 Desgrasante_Gris NA Olla
70 I7 2 Desgrasante_Tiesto NA Cuenco
70 I7 2 Desgrasante_Gris NA Olla
70 G7 3 Desgrasante_Gris NA Olla
70 G7 3 Mosquera_Roca_Triturada 18 Cuenco
70 G7 2 Desgrasante_Gris NA Olla
70 G7 2 Desgrasante_Gris NA Cuenco
70 G7 2 Funza_Cuarzo_Abundante NA Cuenco
70 G3 3 Desgrasante_Gris NA Cuenco
70 G3 3 Desgrasante_Gris NA Cuenco
70 G3 3 Desgrasante_Gris NA Olla
70 G3 3 Funza_Cuarzo_Abundante NA Olla
70 G3 3 Mosquera_Roca_Triturada NA Cuenco
70 G3 3 Mosquera_Roca_Triturada NA Cuenco
70 G3 2 Desgrasante_Gris 12 Olla
70 G3 2 Desgrasante_Gris NA Olla
70 G3 2 Desgrasante_Gris NA Cuenco
70 H9 5 Mosquera_Roca_Triturada 22 Cuenco
70 H9 15 Mosquera_Rojo_Inciso 18 Olla
70 H1 2 Mosquera_Roca_Triturada 22 Cuenco
70 E7 2 Desgrasante_Gris 14 Cuenco
70 E3 3 Funza_Cuarzo_Abundante NA Olla
70 E3 3 Funza_Cuarzo_Abundante 12 Olla
70 C7 3 Mosquera_Roca_Triturada 16 Cuenco
70 C7 3 Mosquera_Roca_Triturada 16 Cuenco
70 C3 3 Mosquera_Rojo_Inciso 24 Cuenco
70 C3 3 Vidriado 12 Cuenco
70 F9 3 Funza_Cuarzo_Abundante 10 Olla
70 F9 3 Mosquera_Roca_Triturada NA Cuenco
70 F9 3 Mosquera_Roca_Triturada NA Cuenco
70 F9 3 Mosquera_Roca_Triturada 18 Cuenco
70 F5 3 Desgrasante_Gris NA Olla
70 F5 3 Mosquera_Roca_Triturada NA Cuenco
70 F1 3 Mosquera_Roca_Triturada NA Cuenco
70 F1 2 Desgrasante_Tiesto 10 Cuenco
70 D9 3 Mosquera_Roca_Triturada NA Cuenco
70 D9 2 Zipaquira_Desgrasante_Tiesto NA Olla
70 D9 2 Desgrasante_Gris NA Cuenco
70 D9 2 Desgrasante_Gris NA Cuenco
70 D9 2 Funza_Cuarzo_Abundante NA Olla
70 D9 2 Funza_Cuarzo_Abundante 12 Olla
70 D5 3 Zipaquira_Rojo_Sobre_Crema NA Cuenco
70 D5 3 Desgrasante_Gris NA Olla
70 D5 3 Desgrasante_Gris 12 Olla
70 D5 3 Desgrasante_Gris 8 Olla
70 D5 3 Mosquera_Rojo_Inciso NA Cuenco
70 D5 3 Mosquera_Roca_Triturada NA Olla
70 D5 3 Mosquera_Roca_Triturada NA Cuenco
70 D5 3 Mosquera_Roca_Triturada NA Olla
70 D5 2 Desgrasante_Gris NA Olla
70 D5 2 Desgrasante_Gris NA Olla
70 D5 2 Desgrasante_Gris 10 Olla
70 D5 2 Mosquera_Roca_Triturada NA Olla
70 D1 3 Desgrasante_Gris NA Olla
70 D1 3 Mosquera_Rojo_Inciso 14 Cuenco
70 D1 3 Mosquera_Roca_Triturada NA Cuenco
70 D1 3 Mosquera_Roca_Triturada NA Cuenco
70 D1 3 Mosquera_Roca_Triturada NA Cuenco
70 D1 3 Mosquera_Roca_Triturada 4 Olla
70 D1 3 Mosquera_Roca_Triturada NA Cuenco
70 D1 2 Desgrasante_Gris NA Cuenco
70 B9 7 Desgrasante_Gris 30 Cuenco
70 B9 3 Desgrasante_Gris 28 Cuenco
70 B9 3 Desgrasante_Gris 28 Cuenco
70 B9 3 Funza_Cuarzo_Abundante 12 Olla
70 B9 3 Funza_Cuarzo_Abundante 12 Olla
70 B9 3 Funza_Cuarzo_Abundante NA Olla
70 B9 3 Funza_Cuarzo_Abundante 22 Cuenco
70 B5 3 Desgrasante_Gris NA Olla
70 B5 3 Funza_Cuarzo_Abundante 10 Olla
70 B1 3 Desgrasante_Gris NA Olla
70 B1 2 Desgrasante_Gris NA Olla
70 B5 15 Mosquera_Roca_Triturada 20 Cuenco
70 B5 15 Mosquera_Roca_Triturada NA Cuenco
70 B5 15 Mosquera_Roca_Triturada 16 Cuenco
70 B5 15 Mosquera_Roca_Triturada 28 Cuenco
70 B5 15 Mosquera_Roca_Triturada NA Cuenco
70 B5 15 Mosquera_Roca_Triturada 28 Cuenco
70 B5 15 Mosquera_Roca_Triturada 20 Cuenco
70 B5 15 Mosquera_Roca_Triturada NA Cuenco
70 B5 15 Mosquera_Roca_Triturada 16 Cuenco
70 B5 15 Mosquera_Roca_Triturada 28 Cuenco
70 B5 15 Mosquera_Roca_Triturada NA Cuenco
70 B5 15 Mosquera_Roca_Triturada 28 Cuenco
70 B9 15 Mosquera_Roca_Triturada NA Cuenco
70 B9 15 Mosquera_Roca_Triturada NA Cuenco
70 C3 15 Mosquera_Rojo_Inciso 6 Cuenco
70 C3 15 Zipaquira_Rojo_Sobre_Crema 10 Cuenco
70 C3 15 Mosquera_Roca_Triturada 18 Cuenco
70 D1 15 Mosquera_Roca_Triturada NA Cuenco
70 D1 15 Mosquera_Roca_Triturada 22 Cuenco
70 D1 15 Mosquera_Roca_Triturada NA Cuenco
70 D1 15 Mosquera_Roca_Triturada 16 Cuenco
70 D1 15 Mosquera_Roca_Triturada NA Cuenco
70 D1 15 Mosquera_Roca_Triturada NA Cuenco
70 D1 15 Mosquera_Roca_Triturada NA Cuenco
70 D1 15 Mosquera_Roca_Triturada 22 Cuenco
70 D1 15 Mosquera_Roca_Triturada NA Cuenco
70 D1 15 Mosquera_Roca_Triturada 12 Cuenco
70 D1 15 Mosquera_Roca_Triturada NA Cuenco
70 D1 15 Mosquera_Roca_Triturada 22 Cuenco
70 D1 15 Mosquera_Roca_Triturada NA Cuenco
70 D1 15 Mosquera_Roca_Triturada 16 Cuenco
70 D1 15 Mosquera_Roca_Triturada NA Cuenco
70 D1 15 Mosquera_Roca_Triturada NA Cuenco
70 D1 15 Mosquera_Roca_Triturada NA Cuenco
70 D1 15 Mosquera_Roca_Triturada 22 Cuenco
70 D1 15 Mosquera_Roca_Triturada NA Cuenco
70 D1 15 Mosquera_Roca_Triturada 12 Cuenco
70 D9 15 Desgrasante_Gris 10 Cuenco
70 D9 15 Desgrasante_Gris 10 Cuenco
70 E3 15 Mosquera_Rojo_Inciso 14 Cuenco
70 D9 2 Mosquera_Roca_Triturada NA Cuenco
70 D9 2 Mosquera_Roca_Triturada NA Cuenco
70 D9 2 Mosquera_Roca_Triturada NA Cuenco
70 D9 2 Mosquera_Roca_Triturada NA Cuenco
70 E7 15 Mosquera_Roca_Triturada 12 Cuenco
70 E7 15 Mosquera_Roca_Triturada 12 Cuenco
70 F1 15 Funza_Cuarzo_Abundante NA Cuenco
70 F1 15 Funza_Cuarzo_Abundante NA Cuenco
70 G3 15 Mosquera_Roca_Triturada 20 Cuenco
70 G3 15 Mosquera_Roca_Triturada 24 Cuenco
70 F5 3 Mosquera_Roca_Triturada 10 Copa
70 F5 2 Funza_Cuarzo_Abundante NA Copa
70 F5 2 Funza_Cuarzo_Abundante NA Copa
70 F5 3 Mosquera_Roca_Triturada 10 Copa
70 J1 5 Zipaquira_Desgrasante_Tiesto NA Copa
70 H9 15 Mosquera_Roca_Triturada 18 Cuenco
70 H9 15 Mosquera_Roca_Triturada 10 Cuenco
70 H9 15 Mosquera_Roca_Triturada 20 Cuenco
70 I7 15 Mosquera_Roca_Triturada NA Cuenco
70 J1 15 Mosquera_Roca_Triturada NA Cuenco
70 I7 2 Mosquera_Roca_Triturada NA Cuenco
70 J1 2 Mosquera_Roca_Triturada NA Cuenco
70 J1 2 Mosquera_Roca_Triturada 18 Cuenco
70 F1 2 Desgrasante_Tiesto 10 Cuenco
70 D9 2 Zipaquira_Desgrasante_Tiesto NA Olla
70 D9 2 Desgrasante_Gris NA Cuenco
70 D9 2 Desgrasante_Gris NA Cuenco
70 D9 2 Funza_Cuarzo_Abundante NA Olla
70 D9 2 Funza_Cuarzo_Abundante 12 Olla
70 D5 2 Desgrasante_Gris NA Olla
70 D5 2 Desgrasante_Gris NA Olla
70 D5 2 Desgrasante_Gris 10 Olla
70 D5 2 Mosquera_Roca_Triturada NA Olla
70 D1 2 Desgrasante_Gris NA Cuenco
70 B1 2 Desgrasante_Gris NA Olla
70 J9 2 Mosquera_Roca_Triturada NA Cuenco
70 F9 3 Funza_Cuarzo_Abundante 10 Olla
70 F9 3 Mosquera_Roca_Triturada NA Cuenco
70 F9 3 Mosquera_Roca_Triturada NA Cuenco
70 F9 3 Mosquera_Roca_Triturada 18 Cuenco
70 F5 3 Desgrasante_Gris NA Olla
70 F5 3 Mosquera_Roca_Triturada NA Cuenco
70 F1 3 Mosquera_Roca_Triturada NA Cuenco
70 D9 3 Mosquera_Roca_Triturada NA Cuenco
70 D5 3 Zipaquira_Rojo_Sobre_Crema NA Cuenco
70 D5 3 Desgrasante_Gris NA Olla
70 D5 3 Desgrasante_Gris 12 Olla
70 D5 3 Desgrasante_Gris 8 Olla
70 D5 3 Mosquera_Rojo_Inciso NA Cuenco
70 D5 3 Mosquera_Roca_Triturada NA Olla
70 D5 3 Mosquera_Roca_Triturada NA Cuenco
70 D5 3 Mosquera_Roca_Triturada NA Olla
70 D1 3 Desgrasante_Gris NA Olla
70 D1 3 Mosquera_Rojo_Inciso 14 Cuenco
70 D1 3 Mosquera_Roca_Triturada NA Cuenco
70 D1 3 Mosquera_Roca_Triturada NA Cuenco
70 D1 3 Mosquera_Roca_Triturada NA Cuenco
70 D1 3 Mosquera_Roca_Triturada 4 Olla
70 D1 3 Mosquera_Roca_Triturada NA Cuenco
70 B9 3 Desgrasante_Gris 28 Cuenco
70 B9 3 Desgrasante_Gris 28 Cuenco
70 B9 3 Funza_Cuarzo_Abundante 12 Olla
70 B9 3 Funza_Cuarzo_Abundante 12 Olla
70 B9 3 Funza_Cuarzo_Abundante NA Olla
70 B9 3 Funza_Cuarzo_Abundante 22 Cuenco
70 B5 3 Desgrasante_Gris NA Olla
70 B5 3 Funza_Cuarzo_Abundante 10 Olla
70 B1 3 Desgrasante_Gris NA Olla
70 J9 15 Mosquera_Roca_Triturada 20 Cuenco
70 J9 15 Mosquera_Roca_Triturada NA Cuenco
70 J9 15 Mosquera_Roca_Triturada 20 Cuenco
70 B9 7 Desgrasante_Gris 30 Cuenco
71 A2 2 Mosquera_Roca_Triturada NA Cuenco
71 C8 3 Funza_Cuarzo_Abundante 8 Olla
71 C8 2 Funza_Cuarzo_Abundante 10 Cuenco
71 G10 2 Funza_Cuarzo_Abundante 16 Olla
71 G6 3 Desgrasante_Gris 30 Olla
71 G6 3 Funza_Cuarzo_Abundante NA Olla
71 G6 2 Desgrasante_Gris 30 Olla
71 I10 2 Mosquera_Rojo_Inciso 18 Olla
71 I10 2 Mosquera_Rojo_Inciso 18 Olla
71 I6 15 Desgrasante_Gris 50 Olla
71 I6 3 Funza_Cuarzo_Abundante 10 Olla
71 I1 2 Desgrasante_Gris NA Olla
71 I1 2 Desgrasante_Gris 18 Olla
71 E6 3 Funza_Cuarzo_Abundante 50 Olla
71 E6 3 Funza_Cuarzo_Abundante 20 Indeterminado
71 E6 3 Funza_Cuarzo_Abundante NA Olla
71 E6 2 Funza_Cuarzo_Abundante 22 Olla
71 E2 2 Desgrasante_Gris 22 Olla
71 E2 2 Desgrasante_Gris 28 Olla
71 E2 2 Mosquera_Rojo_Inciso 24 Olla
71 B8 2 Funza_Cuarzo_Abundante 22 Olla
71 B10 2 Desgrasante_Gris NA Cuenco
71 B10 2 Funza_Cuarzo_Abundante 8 Olla
71 B6 15 Zipaquira_Rojo_Sobre_Crema NA Olla
71 B6 3 Desgrasante_Gris NA Olla
71 B6 3 Desgrasante_Gris NA Olla
71 B6 2 Mosquera_Rojo_Inciso 16 Cuenco
71 B6 2 Desgrasante_Gris NA Olla
71 B6 2 Desgrasante_Gris NA Olla
71 B6 2 Funza_Cuarzo_Abundante NA Olla
71 B2 3 Zipaquira_Rojo_Sobre_Crema 20 Cuenco
71 B2 3 Mosquera_Roca_Triturada 14 Cuenco
71 A5 15 Funza_Cuarzo_Abundante 10 Olla
71 A5 2 Desgrasante_Gris NA Olla
71 H8 5 Mosquera_Roca_Triturada NA Cuenco
71 H8 5 Mosquera_Roca_Triturada 16 Cuenco
71 H8 3 Desgrasante_Gris NA Cuenco
71 H8 3 Funza_Cuarzo_Abundante NA Cuenco
71 H8 3 Funza_Cuarzo_Abundante 16 Cuenco
71 H8 3 Funza_Cuarzo_Abundante NA Cuenco
71 H8 2 Desgrasante_Gris NA Olla
71 H8 2 Funza_Cuarzo_Abundante 18 Cuenco
71 H4 2 Desgrasante_Gris NA Cuenco
71 H4 2 Funza_Cuarzo_Abundante NA Cuenco
71 C6 15 Desgrasante_Gris 10 Olla
71 C6 3 Desgrasante_Gris NA Olla
71 C6 2 Mosquera_Roca_Triturada NA Olla
71 C6 2 Desgrasante_Gris 8 Olla
71 C6 2 Desgrasante_Gris 24 Cuenco
71 C6 2 Desgrasante_Gris NA Cuenco
71 C2 3 Mosquera_Rojo_Inciso 16 Cuenco
71 C2 3 Mosquera_Roca_Triturada NA Cuenco
71 C2 3 Desgrasante_Gris 8 Olla
71 C2 2 Desgrasante_Gris NA Olla
71 C2 2 Funza_Cuarzo_Abundante NA Olla
71 A6 15 Desgrasante_Gris NA Olla
71 A6 15 Desgrasante_Gris NA Olla
71 A6 3 Desgrasante_Gris NA Cuenco
71 A6 3 Desgrasante_Gris 18 Cuenco
71 A6 3 Desgrasante_Gris 8 Olla
71 A6 3 Mosquera_Roca_Triturada NA Cuenco
71 A6 2 Desgrasante_Gris 16 Olla
71 A6 2 Desgrasante_Gris NA Olla
71 A6 2 Desgrasante_Gris NA Olla
71 A6 2 Funza_Cuarzo_Abundante 10 Olla
71 A6 2 Funza_Cuarzo_Abundante 26 Cuenco
71 A2 2 Desgrasante_Gris NA Olla
71 A2 2 Funza_Cuarzo_Abundante NA Olla
71 I3 2 Desgrasante_Gris NA Olla
71 I3 2 Funza_Cuarzo_Abundante 6 Olla
71 G7 3 Desgrasante_Gris NA Olla
71 G7 2 Desgrasante_Gris NA Cuenco
71 D9 3 Mosquera_Roca_Triturada NA Cuenco
71 D9 2 Desgrasante_Gris NA Olla
71 D5 3 Mosquera_Roca_Triturada NA Cuenco
71 D5 2 Funza_Cuarzo_Fino NA Olla
71 D1 2 Desgrasante_Gris NA Olla
71 D1 2 Desgrasante_Gris NA Cuenco
71 D1 2 Funza_Cuarzo_Abundante NA Olla
71 D1 2 Mosquera_Roca_Triturada 26 Plato
71 C7 3 Desgrasante_Gris NA Olla
71 C7 3 Funza_Cuarzo_Abundante NA Olla
71 C7 2 Desgrasante_Gris NA Cuenco
71 C7 2 Desgrasante_Gris NA Olla
71 A7 3 Desgrasante_Gris NA Cuenco
71 A7 3 Mosquera_Roca_Triturada NA Cuenco
71 A7 2 Desgrasante_Gris NA Olla
71 A7 2 Desgrasante_Gris NA Olla
71 A3 3 Desgrasante_Gris NA Olla
71 D10 2 Desgrasante_Gris NA Olla
71 J8 3 Mosquera_Roca_Triturada 18 Cuenco
71 J8 3 Mosquera_Roca_Triturada 20 Cuenco
71 J8 2 Mosquera_Roca_Triturada 16 Cuenco
71 J4 3 Desgrasante_Gris 22 Cuenco
71 F8 2 Funza_Cuarzo_Abundante 20 Cuenco
71 F4 2 Mosquera_Roca_Triturada 18 Cuenco
71 F4 2 Mosquera_Roca_Triturada 26 Cuenco
71 J9 15 Pubenza_Rojo_Bañado 10 Indeterminado
71 J9 2 Mosquera_Roca_Triturada 16 Cuenco
71 J9 2 Zipaquira_Rojo_Sobre_Crema 24 Cuenco
71 J9 2 Desgrasante_Gris 22 Olla
71 J9 2 Funza_Cuarzo_Abundante 8 Olla
71 J9 2 Zipaquira_Rojo_Sobre_Crema 14 Cuenco
71 J1 3 Desgrasante_Gris 14 Cuenco
71 H1 2 Funza_Cuarzo_Abundante 10 Cuenco
71 B5 2 Desgrasante_Gris 14 Olla
71 B5 2 Mosquera_Roca_Triturada 10 Cuenco
71 B2 2 Mosquera_Roca_Triturada 18 Cuenco
71 C10 2 Mosquera_Roca_Triturada 12 Cuenco
71 C10 2 Mosquera_Roca_Triturada NA Cuenco
71 A6 15 Zipaquira_Desgrasante_Tiesto NA Copa
71 H8 15 Mosquera_Roca_Triturada NA Cuenco
71 B10 2 Desgrasante_Gris 6 Copa
71 B10 2 Funza_Cuarzo_Abundante NA Copa
71 D5 3 Funza_Cuarzo_Abundante 4 Copa
71 H8 15 Mosquera_Roca_Triturada 8 Copa
71 I3 2 Mosquera_Roca_Triturada NA Cuenco
71 J9 15 Mosquera_Roca_Triturada 16 Cuenco
72 G2 2 Desgrasante_Gris NA Cuenco
72 G2 2 Desgrasante_Gris 30 Cuenco
72 G2 2 Desgrasante_Gris 10 Olla
72 G2 2 Desgrasante_Gris NA Olla
72 G6 3 Desgrasante_Gris NA Cuenco
72 G6 3 Desgrasante_Gris NA Olla
72 G6 2 Desgrasante_Gris NA Olla
72 D4 2 Funza_Cuarzo_Abundante NA Olla
72 D4 2 Funza_Cuarzo_Abundante 14 Olla
72 E6 3 Desgrasante_Gris 16 Olla
72 E6 2 Guatavita_Desgrasante_Tiesto NA Olla
72 D2E2 3 Guatavita_Desgrasante_Tiesto 6 Olla
72 D2E2 3 Funza_Cuarzo_Abundante 24 Olla
72 E2 2 Desgrasante_Gris 12 Olla
72 E2 2 Mosquera_Roca_Triturada 16 Cuenco
72 J4 15 Mosquera_Roca_Triturada 24 Olla
72 J4 3 Zipaquira_Rojo_Sobre_Crema 30 Olla
72 J4 3 Mosquera_Roca_Triturada NA Cuenco
72 J4 2 Desgrasante_Gris NA Olla
72 I2 3 Mosquera_Roca_Triturada 38 Cuenco
72 I2 2 Guatavita_Desgrasante_Tiesto 26 Olla
72 I2 15 Mosquera_Rojo_Inciso NA Olla
72 J5 3 Mosquera_Roca_Triturada 14 Cuenco
72 J5 3 Mosquera_Roca_Triturada 22 Cuenco
72 J5 3 Mosquera_Roca_Triturada 16 Cuenco
72 J5 2 Mosquera_Roca_Triturada 18 Cuenco
72 J5 2 Mosquera_Roca_Triturada 14 Cuenco
72 I7 2 Funza_Cuarzo_Abundante NA Cuenco
72 I3 3 Zipaquira_Rojo_Sobre_Crema 26 Olla
72 I3 3 Mosquera_Roca_Triturada 16 Olla
72 I3 2 Desgrasante_Gris NA Olla
72 G7 2 Mosquera_Rojo_Inciso NA Olla
72 G3 3 Mosquera_Rojo_Inciso 12 Olla
72 G3 2 Desgrasante_Gris 34 Olla
72 C3 2 Desgrasante_Gris 32 Cuenco
72 C3 2 Desgrasante_Gris 17 Cuenco
72 C3 2 Desgrasante_Gris NA Olla
72 C2 2 Desgrasante_Gris NA Olla
72 A6 3 Mosquera_Roca_Triturada 32 Cuenco
72 A6 3 Mosquera_Roca_Triturada 30 Cuenco
72 A6 3 Mosquera_Roca_Triturada 28 Cuenco
72 A6 3 Mosquera_Roca_Triturada 24 Cuenco
72 A6 3 Desgrasante_Gris NA Olla
72 A2 3 Desgrasante_Gris 8 Olla
72 A2 2 Desgrasante_Gris 16 Cuenco
72 F4 3 Desgrasante_Gris 12 Olla
72 F4 3 Desgrasante_Gris 20 Olla
72 B4 3 Desgrasante_Gris NA Olla
72 J1 2 Desgrasante_Gris NA Cuenco
72 J1 2 Mosquera_Rojo_Inciso 18 Cuenco
72 H5 2 Mosquera_Roca_Triturada 20 Olla
72 H5 2 Funza_Cuarzo_Abundante NA Olla
72 H5 2 Mosquera_Roca_Triturada 48 Cuenco
72 H1 2 Zipaquira_Rojo_Sobre_Crema 22 Cuenco
72 F5 15 Funza_Cuarzo_Abundante NA Olla
72 F5 3 Zipaquira_Rojo_Sobre_Crema 6 Cuenco
72 F5 3 Desgrasante_Gris 14 Indeterminado
72 F1 3 Funza_Cuarzo_Abundante 12 Olla
72 D1 15 Desgrasante_Gris NA Olla
72 D1 3 Mosquera_Roca_Triturada NA Cuenco
72 D1 2 Desgrasante_Gris 10 Olla
72 D1 2 Desgrasante_Gris NA Olla
72 D1 2 Funza_Cuarzo_Abundante 16 Cuenco
72 D1 2 Mosquera_Roca_Triturada 12 Cuenco
72 B5 2 Zipaquira_Rojo_Sobre_Crema 26 Cuenco
72 B1 2 Mosquera_Roca_Triturada 22 Cuenco
72 D5 2 Mosquera_Roca_Triturada 18 Cuenco
72 D5 3 Desgrasante_Gris NA Olla
72 E7 2 Mosquera_Roca_Triturada 28 Cuenco
72 E3 2 Tunjuelo_Laminar NA Olla
