Corte Cuadricula Nivel Tipos_Ceramicos Diametro Forma
19 I7 3 Mosquera_Roca_Triturada 16 Cuenco
19 H5 3 Funza_Cuarzo_Abundante 12 Olla
19 H5 3 Funza_Cuarzo_Abundante 10 Cuenco
19 H5 3 Mosquera_Rojo_Inciso 12 Cuenco
19 H5 3 Mosquera_Roca_Triturada 34 Cuenco
19 H5 3 Mosquera_Roca_Triturada 20 Cuenco
19 H5 3 Mosquera_Roca_Triturada 18 Cuenco
19 H5 3 Mosquera_Roca_Triturada 14 Cuenco
19 H5 3 Mosquera_Roca_Triturada 14 Olla
19 H5 3 Mosquera_Roca_Triturada 10 Cuenco
19 H5 3 Mosquera_Roca_Triturada 12 Cuenco
19 H5 3 Mosquera_Roca_Triturada 14 Cuenco
19 H5 3 Mosquera_Roca_Triturada 18 Olla
19 H1 3 Mosquera_Roca_Triturada 24 Cuenco
19 H1 3 Mosquera_Roca_Triturada 20 Cuenco
19 H1 3 Mosquera_Roca_Triturada 14 Cuenco
19 H1 3 Mosquera_Roca_Triturada 18 Olla
19 H1 3 Mosquera_Roca_Triturada 14 Olla
19 H1 3 Mosquera_Roca_Triturada 36 Cuenco
19 H1 3 Mosquera_Roca_Triturada 14 Cuenco
19 H1 3 Pubenza_Rojo_Bañado 18 Olla
19 G3 3 Funza_Cuarzo_Abundante 14 Olla
19 G3 3 Funza_Cuarzo_Abundante 12 Cuenco
19 G3 3 Mosquera_Roca_Triturada 14 Cuenco
19 G3 2 Mosquera_Roca_Triturada 18 Cuenco
19 G3 2 Mosquera_Roca_Triturada 16 Indeterminado
19 G3 2 Mosquera_Roca_Triturada 12 Cuenco
19 G3 2 Mosquera_Roca_Triturada 14 Cuenco
19 G3 2 Mosquera_Roca_Triturada 14 Cuenco
19 G3 2 Funza_Cuarzo_Abundante 10 Cuenco
19 G3 2 Funza_Cuarzo_Abundante 14 Cuenco
19 G3 2 Funza_Cuarzo_Abundante 24 Cuenco
19 F9 3 Mosquera_Roca_Triturada 10 Cuenco
19 F9 3 Mosquera_Roca_Triturada 16 Olla
19 F5 2 Funza_Cuarzo_Abundante 10 Olla
19 F1 2 Funza_Cuarzo_Abundante NA Cuenco
19 F1 2 Funza_Cuarzo_Abundante 16 Cuenco
19 A7 3 Desgrasante_Gris 10 Olla
19 A7 3 Funza_Cuarzo_Abundante NA Olla
19 A7 3 Mosquera_Roca_Triturada 12 Olla
19 A7 3 Mosquera_Roca_Triturada 24 Cuenco
19 A7 3 Mosquera_Roca_Triturada 22 Cuenco
19 A7 3 Mosquera_Roca_Triturada NA Olla
19 A7 3 Mosquera_Roca_Triturada 36 Cuenco
19 A7 2 Mosquera_Roca_Triturada 4 Olla
19 I7 15 Mosquera_Roca_Triturada 16 Cuenco
19 I7 15 Mosquera_Roca_Triturada 24 Cuenco
19 A7 2 Zipaquira_Desgrasante_Tiesto 20 Olla
19 A7 2 Zipaquira_Desgrasante_Tiesto NA Olla
19 D9 3 Mosquera_Rojo_Inciso 16 Cuenco
19 D5 3 Mosquera_Rojo_Inciso 12 Cuenco
19 D5 3 Mosquera_Roca_Triturada 20 Cuenco
19 D5 3 Mosquera_Roca_Triturada 24 Cuenco
19 D5 2 Desgrasante_Gris 24 Cuenco
19 D5 2 Mosquera_Rojo_Inciso 12 Cuenco
19 D1 3 Mosquera_Roca_Triturada 18 Indeterminado
19 D1 2 Funza_Cuarzo_Abundante 14 Cuenco
19 D1 2 Mosquera_Roca_Triturada 8 Cuenco
19 J5 15 Mosquera_Roca_Triturada 6 Cuenco
19 J5 15 Mosquera_Roca_Triturada 18 Cuenco
19 J5 15 Mosquera_Roca_Triturada 22 Cuenco
19 J5 15 Funza_Cuarzo_Abundante 10 Cuenco
20 I10 2 Guatavita_Desgrasante_Tiesto 16 Copa
20 J5 3 Desgrasante_Gris 18 Olla
20 J5 3 Funza_Cuarzo_Abundante 22 Cuenco
20 J5 2 Desgrasante_Gris 20 Olla
20 J5 2 Funza_Cuarzo_Abundante 16 Olla
20 J1 3 Desgrasante_Gris NA Olla
20 J1 3 Desgrasante_Gris 10 Olla
20 F5 2 Desgrasante_Gris 16 Olla
20 F5 2 Desgrasante_Gris 24 Olla
20 F5 2 Mosquera_Rojo_Inciso 16 Cuenco
20 F5 2 Mosquera_Roca_Triturada 26 Cuenco
20 F1 2 Desgrasante_Gris NA Olla
20 F1 2 Desgrasante_Gris NA Olla
20 F1 2 Funza_Cuarzo_Abundante 20 Cuenco
20 F1 2 Mosquera_Roca_Triturada 16 Cuenco
20 F1 2 Desgrasante_Gris 20 Cuenco
20 F1 2 Desgrasante_Gris 16 Cuenco
20 F1 2 Desgrasante_Gris 22 Cuenco
20 A7 2 Zipaquira_Rojo_Sobre_Crema 24 Cuenco
20 A3 3 Desgrasante_Gris 8 Jarra
20 F5 2 Mosquera_Roca_Triturada 26 Cuenco
20 F5 2 Mosquera_Rojo_Inciso 16 Cuenco
20 A7 2 Zipaquira_Rojo_Sobre_Crema 24 Cuenco
20 J5 2 Desgrasante_Gris 20 Olla
20 J5 2 Funza_Cuarzo_Abundante 16 Olla
20 F5 2 Desgrasante_Gris 16 Olla
20 F5 2 Desgrasante_Gris 24 Olla
20 F1 2 Desgrasante_Gris 20 Cuenco
20 F1 2 Desgrasante_Gris 16 Cuenco
20 F1 2 Desgrasante_Gris 22 Cuenco
20 F1 3 Desgrasante_Gris NA Olla
20 F1 3 Mosquera_Roca_Triturada 16 Cuenco
20 J5 3 Desgrasante_Gris 18 Olla
20 J5 3 Funza_Cuarzo_Abundante 22 Cuenco
20 J1 3 Desgrasante_Gris NA Olla
20 J1 3 Desgrasante_Gris 10 Olla
20 F1 3 Desgrasante_Gris NA Olla
20 F1 3 Funza_Cuarzo_Abundante 20 Cuenco
20 A3 3 Desgrasante_Gris 8 Jarra
20 H5 2 Funza_Cuarzo_Abundante 6 Olla
20 H5 2 Mosquera_Roca_Triturada NA Cuenco
20 G3 2 Mosquera_Roca_Triturada 26 Cuenco
20 H1 2 Desgrasante_Gris 32 Cuenco
20 H1 2 Zipaquira_Rojo_Sobre_Crema 24 Cuenco
20 G7 2 Funza_Cuarzo_Abundante 14 Cuenco
20 G3 2 Mosquera_Roca_Triturada 28 Cuenco
20 H1 2 Desgrasante_Gris 12 Cuenco
20 H1 2 Desgrasante_Gris 14 Olla
20 H1 2 Desgrasante_Gris 16 Olla
20 H1 2 Zipaquira_Rojo_Sobre_Crema 12 Cuenco
20 H1 2 Zipaquira_Rojo_Sobre_Crema 20 Olla
20 H1 2 Funza_Cuarzo_Abundante 14 Olla
20 H1 2 Funza_Cuarzo_Abundante 12 Olla
20 H1 2 Funza_Cuarzo_Abundante 10 Olla
20 H1 2 Funza_Cuarzo_Abundante 14 Cuenco
20 G3 2 Desgrasante_Gris 30 Cuenco
20 B9 2 Mosquera_Roca_Triturada 36 Cuenco
20 B5 2 Funza_Cuarzo_Abundante 10 Olla
20 H1 3 Mosquera_Roca_Triturada 20 Cuenco
20 H1 3 Funza_Cuarzo_Abundante 14 Olla
20 H1 3 Funza_Cuarzo_Abundante 10 Olla
20 A2 2 Guatavita_Desgrasante_Tiesto 12 Cuenco
20 I7 2 Mosquera_Roca_Triturada 30 Cuenco
20 I10 2 Desgrasante_Gris 6 Olla
20 I6 2 Mosquera_Rojo_Inciso NA Cuenco
20 D9 2 Mosquera_Roca_Triturada NA Cuenco
20 D5 2 Mosquera_Rojo_Inciso 12 Cuenco
20 D5 2 Mosquera_Rojo_Inciso 22 Cuenco
20 D1 2 Zipaquira_Rojo_Sobre_Crema NA Cuenco
20 D1 2 Mosquera_Rojo_Inciso 20 Cuenco
20 I10 2 Desgrasante_Gris NA Olla
20 I10 2 Desgrasante_Gris 52 Cuenco
20 I10 2 Funza_Cuarzo_Abundante 34 Olla
20 I10 2 Tunjuelo_Laminar NA Olla
20 I6 2 Desgrasante_Gris 28 Cuenco
20 I6 2 Desgrasante_Gris 17 Olla
20 I6 2 Mosquera_Rojo_Inciso 20 Cuenco
20 I2 2 Funza_Cuarzo_Abundante 16 Cuenco
20 I2 2 Desgrasante_Gris NA Olla
20 A10 2 Roca_Triturada NA Olla
20 A2 2 Desgrasante_Gris 40 Cuenco
20 I7 2 Funza_Cuarzo_Abundante 16 Olla
20 I3 2 Desgrasante_Gris NA Olla
20 D5 2 Mosquera_Rojo_Inciso NA Olla
20 D1 2 Desgrasante_Gris 30 Cuenco
20 D1 2 Desgrasante_Gris NA Olla
20 D1 2 Funza_Cuarzo_Fino NA Cuenco
20 A2 3 Guatavita_Desgrasante_Tiesto 8 Olla
20 I2 3 Mosquera_Roca_Triturada 20 Cuenco
20 I7 3 Mosquera_Roca_Triturada 13 Cuenco
20 I2 3 Mosquera_Roca_Triturada 18 Cuenco
20 I3 3 Mosquera_Rojo_Inciso 18 Cuenco
20 I2 3 Funza_Cuarzo_Abundante 10 Olla
20 A2 3 Funza_Cuarzo_Abundante 25 Cuenco
20 H9 3 Funza_Cuarzo_Abundante NA Olla
20 I3 3 Funza_Cuarzo_Abundante 9 Olla
20 I3 3 Funza_Cuarzo_Abundante NA Olla
20 I2 15 Desgrasante_Gris NA Olla
20 D1 15 Roca_Triturada NA Olla
20 I10 2 Guatavita_Desgrasante_Tiesto 16 Copa
20 H5 2 Funza_Cuarzo_Abundante 6 Olla
20 H5 2 Desgrasante_Gris NA Olla
20 H5 2 Mosquera_Roca_Triturada NA Cuenco
20 H1 3 Funza_Cuarzo_Abundante 10 Olla
20 H1 3 Funza_Cuarzo_Abundante 14 Olla
20 H1 3 Funza_Cuarzo_Abundante NA Olla
20 H1 3 Funza_Cuarzo_Abundante NA Olla
20 H1 3 Mosquera_Roca_Triturada 20 Cuenco
20 H1 2 Desgrasante_Gris 12 Cuenco
20 H1 2 Desgrasante_Gris 14 Olla
20 H1 2 Desgrasante_Gris 32 Cuenco
20 H1 2 Desgrasante_Gris 16 Olla
20 H1 2 Desgrasante_Gris NA Olla
20 H1 2 Zipaquira_Rojo_Sobre_Crema 24 Cuenco
20 H1 2 Zipaquira_Rojo_Sobre_Crema 12 Cuenco
20 H1 2 Zipaquira_Rojo_Sobre_Crema 20 Olla
20 H1 2 Funza_Cuarzo_Abundante 14 Olla
20 H1 2 Funza_Cuarzo_Abundante 12 Olla
20 H1 2 Funza_Cuarzo_Abundante 10 Olla
20 H1 2 Funza_Cuarzo_Abundante 14 Cuenco
20 H1 2 Funza_Cuarzo_Abundante NA Olla
20 G3 2 Desgrasante_Gris 30 Cuenco
20 G3 2 Mosquera_Roca_Triturada 26 Cuenco
20 G3 2 Mosquera_Roca_Triturada 28 Cuenco
20 G7 2 Funza_Cuarzo_Abundante 14 Cuenco
20 B9 2 Mosquera_Roca_Triturada 36 Cuenco
20 B5 2 Funza_Cuarzo_Abundante 10 Olla
20 I10 15 Funza_Cuarzo_Abundante 30 Cuenco
20 I3 15 Mosquera_Roca_Triturada NA Cuenco
20 I3 15 Mosquera_Roca_Triturada NA Cuenco
20 D5 2 Mosquera_Rojo_Inciso NA Cuenco
20 D5 2 Mosquera_Rojo_Inciso 12 Cuenco
20 D5 2 Mosquera_Rojo_Inciso NA Olla
20 D5 2 Mosquera_Rojo_Inciso 22 Cuenco
20 D1 15 Roca_Triturada NA Olla
20 D1 2 Desgrasante_Gris 30 Cuenco
20 D1 2 Zipaquira_Rojo_Sobre_Crema NA Cuenco
20 D1 2 Desgrasante_Gris NA Olla
20 D1 2 Funza_Cuarzo_Fino NA Cuenco
20 D1 2 Mosquera_Rojo_Inciso 20 Cuenco
20 I10 2 Desgrasante_Gris NA Olla
20 I10 2 Desgrasante_Gris 6 Olla
20 I10 2 Desgrasante_Gris 52 Cuenco
20 I10 2 Funza_Cuarzo_Abundante 34 Olla
20 I10 2 Tunjuelo_Laminar NA Olla
20 I6 2 Desgrasante_Gris 28 Cuenco
20 I6 2 Desgrasante_Gris 17 Olla
20 I6 2 Laminar_Duro 20 Indeterminado
20 I6 2 Mosquera_Roca_Triturada NA Cuenco
20 I6 2 Mosquera_Roca_Triturada 20 Cuenco
20 I2 15 Desgrasante_Gris NA Olla
20 I2 3 Funza_Cuarzo_Abundante 10 Jarra
20 I2 3 Mosquera_Roca_Triturada 18 Cuenco
20 I2 3 Mosquera_Roca_Triturada 20 Cuenco
20 I2 2 Funza_Cuarzo_Abundante 16 Cuenco
20 I2 2 Desgrasante_Gris NA Olla
20 A10 2 Roca_Triturada NA Olla
20 A2 3 Guatavita_Desgrasante_Tiesto 8 Jarra
20 A2 3 Funza_Cuarzo_Abundante 25 Cuenco
20 A2 2 Guatavita_Desgrasante_Tiesto 12 Cuenco
20 A2 2 Desgrasante_Gris 40 Cuenco
20 H9 3 Funza_Cuarzo_Abundante NA Olla
20 I7 3 Funza_Cuarzo_Abundante 13 Cuenco
20 I7 2 Funza_Cuarzo_Abundante 16 Olla
20 I7 2 Mosquera_Roca_Triturada 30 Cuenco
20 I3 3 Funza_Cuarzo_Abundante 9 Jarra
20 I3 3 Funza_Cuarzo_Abundante NA Olla
20 I3 3 Mosquera_Rojo_Inciso 18 Cuenco
20 I3 2 Desgrasante_Gris NA Olla
20 J5 3 Desgrasante_Gris 18 Olla
20 J5 3 Funza_Cuarzo_Abundante 22 Cuenco
20 J5 2 Desgrasante_Gris 20 Olla
20 J5 2 Funza_Cuarzo_Abundante 16 Olla
20 J1 3 Desgrasante_Gris NA Olla
20 J1 3 Desgrasante_Gris 10 Olla
20 F5 2 Desgrasante_Gris 16 Olla
20 F5 2 Desgrasante_Gris 24 Olla
20 F5 2 Mosquera_Rojo_Inciso 16 Cuenco
20 F5 2 Mosquera_Roca_Triturada 26 Cuenco
20 F1 3 Desgrasante_Gris NA Olla
20 F1 3 Desgrasante_Gris NA Olla
20 F1 3 Funza_Cuarzo_Abundante 20 Cuenco
20 F1 3 Mosquera_Roca_Triturada 16 Cuenco
20 F1 2 Desgrasante_Gris 20 Cuenco
20 F1 2 Desgrasante_Gris 16 Cuenco
20 F1 2 Desgrasante_Gris 22 Cuenco
20 A7 2 Zipaquira_Rojo_Sobre_Crema 24 Cuenco
20 A3 3 Desgrasante_Gris 8 Jarra
20 B9 5 Vidriado 20 Plato
20 B9 2 Funza_Cuarzo_Abundante 14 Olla
20 J8 3 Mosquera_Roca_Triturada 18 Cuenco
20 J8 3 Mosquera_Roca_Triturada 20 Cuenco
20 J8 3 Desgrasante_Gris NA Olla
20 J8 3 Desgrasante_Gris 12 Cuenco
20 J8 3 Desgrasante_Gris NA Cuenco
20 J8 3 Desgrasante_Gris 16 Jarra
20 J8 3 Desgrasante_Gris 18 Olla
20 J8 3 Desgrasante_Gris 50 Cuenco
20 J8 3 Funza_Cuarzo_Abundante 20 Cuenco
20 I10 3 Mosquera_Roca_Triturada NA Cuenco
20 I10 3 Mosquera_Roca_Triturada NA Cuenco
20 I10 3 Mosquera_Roca_Triturada 18 Cuenco
20 I10 3 Funza_Cuarzo_Abundante 24 Cuenco
20 I10 3 Funza_Cuarzo_Abundante 14 Cuenco
20 I10 3 Funza_Cuarzo_Abundante 16 Olla
20 I10 3 Desgrasante_Gris 18 Cuenco
20 I10 3 Zipaquira_Rojo_Sobre_Crema 16 Cuenco
20 I10 15 Mosquera_Rojo_Inciso 12 Indeterminado
20 I10 15 Funza_Cuarzo_Abundante NA Olla
20 F8 2 Funza_Cuarzo_Abundante NA Olla
20 F8 2 Funza_Cuarzo_Abundante NA Olla
20 F4 2 Funza_Cuarzo_Abundante NA Olla
20 E10 2 Mosquera_Roca_Triturada 22 Cuenco
20 E8 2 Desgrasante_Gris NA Olla
20 B8 2 Mosquera_Roca_Triturada NA Olla
20 B8 2 Mosquera_Roca_Triturada 16 Cuenco
20 B8 2 Mosquera_Roca_Triturada 10 Olla
20 B8 2 Funza_Cuarzo_Abundante NA Cuenco
20 B8 2 Zipaquira_Rojo_Sobre_Crema 10 Cuenco
20 B4 2 Funza_Cuarzo_Abundante 24 Cuenco
20 C3 2 Desgrasante_Gris 28 Cuenco
20 H9 2 Zipaquira_Rojo_Sobre_Crema 14 Cuenco
20 H9 2 Mosquera_Roca_Triturada NA Cuenco
20 H9 2 Mosquera_Roca_Triturada NA Cuenco
20 H9 2 Mosquera_Roca_Triturada 16 Cuenco
20 H5 3 Desgrasante_Gris NA Cuenco
20 H5 3 Desgrasante_Gris 44 Cuenco
20 H5 2 Funza_Cuarzo_Abundante 16 Cuenco
20 H5 2 Funza_Cuarzo_Abundante 10 Cuenco
20 E3 3 Funza_Cuarzo_Abundante 29 Cuenco
20 E3 3 Funza_Cuarzo_Abundante 28 Olla
20 E9 3 Funza_Cuarzo_Abundante NA Jarra
20 E9 2 Funza_Cuarzo_Abundante 20 Olla
20 D9 7 Desgrasante_Gris 24 Cuenco
20 D9 7 Funza_Cuarzo_Abundante NA Olla
20 D5 15 Funza_Cuarzo_Abundante NA Olla
20 D5 5 Zipaquira_Rojo_Sobre_Crema 26 Plato
20 D5 5 Desgrasante_Gris 18 Cuenco
20 D5 5 Funza_Cuarzo_Abundante 8 Jarra
20 D5 3 Desgrasante_Gris NA Olla
20 D5 3 Funza_Cuarzo_Abundante 16 Cuenco
20 D5 3 Funza_Cuarzo_Abundante 8 Jarra
20 D1 11 Desgrasante_Gris 8 Jarra
20 D1 11 Funza_Cuarzo_Abundante 16 Olla
20 D1 12 Funza_Cuarzo_Abundante 16 Olla
20 D1 13 Funza_Cuarzo_Abundante 18 Olla
20 D1 13 Funza_Cuarzo_Abundante 16 Cuenco
20 D1 9 Desgrasante_Gris 20 Olla
20 D1 9 Funza_Cuarzo_Abundante 28 Cuenco
20 D1 9 Funza_Cuarzo_Abundante 20 Olla
20 D1 8 Funza_Cuarzo_Abundante 28 Cuenco
20 C7 9 Desgrasante_Gris NA Olla
20 C7 9 Funza_Cuarzo_Abundante NA Olla
20 C7 9 Funza_Cuarzo_Abundante 10 Olla
20 C3 8 Mosquera_Roca_Triturada 20 Cuenco
20 C3 8 Funza_Cuarzo_Abundante 6 Jarra
20 C3 8 Funza_Cuarzo_Abundante 14 Olla
20 C3 8 Funza_Cuarzo_Abundante 14 Olla
20 C3 7 Desgrasante_Gris NA Olla
20 C3 7 Guatavita_Desgrasante_Tiesto 8 Mucura
20 C3 6 Desgrasante_Gris NA Olla
20 C3 6 Funza_Cuarzo_Abundante NA Olla
20 C3 5 Desgrasante_Gris 20 Olla
20 C3 5 Funza_Cuarzo_Abundante 20 Olla
20 C3 3 Desgrasante_Gris NA Olla
20 C3 3 Desgrasante_Gris NA Olla
20 C3 3 Desgrasante_Gris NA Olla
20 C3 3 Desgrasante_Gris NA Olla
20 C3 3 Funza_Cuarzo_Abundante 18 Olla
20 C3 3 Funza_Cuarzo_Abundante 20 Olla
20 C3 3 Funza_Cuarzo_Abundante 8 Jarra
20 C3 3 Funza_Cuarzo_Abundante 8 Jarra
20 C3 3 Mosquera_Roca_Triturada NA Olla
20 C3 3 Funza_Cuarzo_Abundante 6 Jarra
20 C3 3 Funza_Cuarzo_Abundante 20 Cuenco
20 C3 3 Funza_Cuarzo_Abundante 20 Cuenco
20 C3 3 Zipaquira_Desgrasante_Tiesto 22 Cuenco
20 C3 2 Funza_Cuarzo_Abundante 20 Cuenco
20 C3 2 Zipaquira_Desgrasante_Tiesto NA Olla
20 C3 2 Desgrasante_Gris 28 Cuenco
20 B9 10 Desgrasante_Gris 23 Cuenco
20 B9 6 Desgrasante_Gris 24 Cuenco
20 B9 6 Desgrasante_Gris 14 Olla
20 B9 6 Desgrasante_Gris 12 Olla
20 B9 6 Desgrasante_Gris NA Olla
20 B9 6 Funza_Cuarzo_Abundante 22 Cuenco
20 B9 6 Funza_Cuarzo_Abundante 22 Olla
20 A3 12 Zipaquira_Desgrasante_Tiesto 22 Olla
20 A3 12 Funza_Cuarzo_Abundante NA Jarra
20 A3 12 Funza_Cuarzo_Abundante 16 Cuenco
20 A3 12 Desgrasante_Gris NA Olla
20 J8 15 Funza_Cuarzo_Abundante 10 Olla
20 J4 3 Desgrasante_Gris 22 Cuenco
20 J4 2 Desgrasante_Gris NA Olla
20 J9 5 Mosquera_Roca_Triturada 20 Cuenco
20 J9 5 Mosquera_Roca_Triturada 30 Cuenco
20 J9 5 Mosquera_Roca_Triturada 16 Olla
20 J9 15 Mosquera_Roca_Triturada 14 Olla
20 J9 15 Desgrasante_Gris 22 Olla
20 J9 15 Funza_Cuarzo_Abundante 14 Olla
20 J9 3 Mosquera_Roca_Triturada 24 Cuenco
20 J9 2 Desgrasante_Gris 24 Cuenco
20 J9 2 Desgrasante_Gris 18 Cuenco
20 J9 2 Mosquera_Roca_Triturada 12 Cuenco
20 J9 2 Mosquera_Roca_Triturada 22 Cuenco
20 J5 3 Zipaquira_Rojo_Sobre_Crema 36 Cuenco
20 J5 15 Mosquera_Roca_Triturada 12 Cuenco
20 J8 15 Funza_Cuarzo_Abundante 6 Cuenco
20 J8 15 Funza_Cuarzo_Abundante 6 Cuenco
20 J8 15 Mosquera_Rojo_Inciso 24 Cuenco
20 J8 15 Mosquera_Roca_Triturada NA Cuenco
20 J8 15 Mosquera_Roca_Triturada 28 Cuenco
20 J9 15 Mosquera_Roca_Triturada 28 Cuenco
20 J9 15 Funza_Cuarzo_Abundante NA Cuenco
21 B10 2 Mosquera_Roca_Triturada 8 Copa
21 B10 2 Mosquera_Roca_Triturada 8 Copa
21 B7 2 Mosquera_Roca_Triturada 12 Cuenco
21 B7 2 Mosquera_Roca_Triturada 14 Cuenco
21 G1 2 Mosquera_Rojo_Inciso 10 Copa
21 J2 2 Zipaquira_Desgrasante_Tiesto NA Copa
21 D6 2 Desgrasante_Gris NA Olla
21 I4 2 Mosquera_Roca_Triturada 8 Olla
21 I4 3 Mosquera_Roca_Triturada 24 Cuenco
21 I4 3 Mosquera_Roca_Triturada 10 Cuenco
21 I8 3 Mosquera_Rojo_Inciso 16 Cuenco
21 H3 2 Desgrasante_Gris 12 Olla
21 C9 3 Tunjuelo_Laminar 30 Cuenco
21 C9 3 Mosquera_Roca_Triturada 14 Cuenco
21 C1 3 Desgrasante_Gris 16 Cuenco
21 C1 3 Funza_Cuarzo_Abundante 14 Cuenco
21 C1 3 Funza_Cuarzo_Abundante 16 Cuenco
21 C1 3 Mosquera_Rojo_Inciso 18 Olla
21 D3 2 Mosquera_Roca_Triturada 24 Cuenco
21 D3 2 Mosquera_Roca_Triturada NA Cuenco
21 C8 2 Funza_Cuarzo_Abundante 16 Cuenco
21 C8 2 Mosquera_Roca_Triturada 16 Cuenco
21 C8 2 Mosquera_Roca_Triturada 16 Olla
21 F6 2 Funza_Cuarzo_Abundante 10 Olla
21 F10 3 Mosquera_Roca_Triturada 30 Cuenco
21 F10 2 Mosquera_Roca_Triturada 20 Olla
21 E9 2 Funza_Cuarzo_Abundante 10 Olla
21 B7 2 Funza_Cuarzo_Abundante 2 Olla
21 E5 2 Mosquera_Roca_Triturada 14 Cuenco
21 A4 2 Funza_Cuarzo_Abundante 12 Cuenco
21 A4 2 Mosquera_Roca_Triturada 18 Cuenco
21 A4 2 Funza_Cuarzo_Abundante 12 Cuenco
21 A4 2 Mosquera_Roca_Triturada 18 Cuenco
21 A8 2 Mosquera_Roca_Triturada 12 Cuenco
21 A8 2 Mosquera_Roca_Triturada 12 Cuenco
21 C9 2 Mosquera_Roca_Triturada 6 Cuenco
21 C9 2 Mosquera_Roca_Triturada 6 Cuenco
21 D6 2 Mosquera_Rojo_Inciso 12 Cuenco
21 D6 2 Desgrasante_Gris 6 Cuenco
21 D6 2 Mosquera_Rojo_Inciso 12 Cuenco
21 D6 2 Desgrasante_Gris 6 Cuenco
21 F3 2 Funza_Cuarzo_Abundante 12 Cuenco
21 D6 2 Desgrasante_Gris NA Olla
21 F3 2 Mosquera_Roca_Triturada 12 Cuenco
21 F3 2 Funza_Cuarzo_Abundante 12 Cuenco
21 I4 2 Mosquera_Roca_Triturada 8 Olla
21 I4 3 Mosquera_Rojo_Inciso 24 Cuenco
21 I4 3 Mosquera_Roca_Triturada 10 Cuenco
21 I8 3 Funza_Cuarzo_Abundante 16 Cuenco
21 F3 2 Mosquera_Roca_Triturada 12 Cuenco
21 F7 2 Mosquera_Rojo_Inciso 14 Cuenco
21 F7 2 Mosquera_Rojo_Inciso 14 Cuenco
21 H3 2 Mosquera_Roca_Triturada 12 Olla
21 H3 2 Mosquera_Roca_Triturada 8 Cuenco
21 H3 2 Mosquera_Roca_Triturada 16 Cuenco
21 H3 2 Mosquera_Roca_Triturada 8 Cuenco
21 H3 2 Mosquera_Roca_Triturada 16 Cuenco
21 H7 2 Mosquera_Roca_Triturada 14 Cuenco
21 H7 2 Mosquera_Roca_Triturada 14 Cuenco
21 I4 2 Funza_Cuarzo_Abundante 16 Cuenco
21 C9 3 Tunjuelo_Laminar 30 Cuenco
21 C9 3 Mosquera_Roca_Triturada 14 Cuenco
21 C1 3 Desgrasante_Gris 16 Cuenco
21 C1 3 Funza_Cuarzo_Abundante 14 Cuenco
21 C1 3 Funza_Cuarzo_Abundante 16 Cuenco
21 C1 3 Mosquera_Rojo_Inciso 18 Olla
21 I4 2 Funza_Cuarzo_Abundante 16 Cuenco
21 I8 2 Mosquera_Roca_Triturada 8 Cuenco
21 I8 2 Mosquera_Roca_Triturada 8 Cuenco
21 I1 15 Desgrasante_Gris 20 Cuenco
21 D2 3 Mosquera_Roca_Triturada 24 Cuenco
21 J3 2 Desgrasante_Gris 14 Olla
21 H6 3 Funza_Cuarzo_Abundante NA Olla
21 H6 3 Mosquera_Roca_Triturada NA Olla
21 H10 3 Mosquera_Roca_Triturada 16 Olla
21 H10 3 Mosquera_Rojo_Inciso 18 Olla
21 J10 2 Funza_Cuarzo_Abundante 30 Cuenco
21 J6 2 Desgrasante_Gris 22 Olla
21 J2 15 Funza_Cuarzo_Abundante NA Olla
21 J2 3 Funza_Cuarzo_Abundante NA Cuenco
21 J2 2 Raquira 14 Indeterminado
21 J2 2 Funza_Cuarzo_Abundante 22 Cuenco
21 J2 2 Zipaquira_Desgrasante_Tiesto NA Olla
21 B10 2 Laminar_Duro 16 Olla
21 B10 2 Mosquera_Rojo_Inciso 12 Olla
21 B10 2 Mosquera_Roca_Triturada 20 Olla
21 B6 2 Funza_Cuarzo_Abundante NA Olla
21 B6 2 Desgrasante_Gris NA Olla
21 B6 2 Desgrasante_Gris NA Olla
21 B2 2 Desgrasante_Gris 16 Olla
21 B2 2 Funza_Cuarzo_Abundante NA Cuenco
21 B2 2 Funza_Cuarzo_Abundante NA Olla
21 J7 2 Funza_Cuarzo_Abundante 8 Olla
21 E5 2 Desgrasante_Gris 14 Olla
21 G1 3 Funza_Cuarzo_Abundante NA Cuenco
21 G1 2 Funza_Cuarzo_Abundante 16 Cuenco
21 G1 2 Funza_Cuarzo_Abundante 10 Olla
21 G1 2 Funza_Cuarzo_Abundante NA Olla
21 D7 3 Funza_Cuarzo_Abundante NA Olla
21 D7 3 Mosquera_Roca_Triturada NA Cuenco
21 D7 2 Funza_Cuarzo_Abundante NA Cuenco
21 D7 2 Mosquera_Rojo_Inciso 14 Cuenco
21 D3 3 Funza_Cuarzo_Abundante NA Cuenco
21 B7 2 Funza_Cuarzo_Abundante 8 Olla
21 B7 3 Mosquera_Roca_Triturada 26 Olla
21 H2 3 Funza_Cuarzo_Abundante 14 Cuenco
21 E4 3 Funza_Cuarzo_Abundante 12 Cuenco
21 E8 2 Mosquera_Roca_Triturada 8 Cuenco
21 J3 2 Funza_Cuarzo_Abundante 12 Cuenco
21 J3 2 Funza_Cuarzo_Abundante 14 Cuenco
21 I5 2 Mosquera_Roca_Triturada 22 Cuenco
21 I1 2 Desgrasante_Gris 16 Cuenco
21 E9 3 Funza_Cuarzo_Abundante 12 Cuenco
